,Unnamed: 0,pair_id,tm_score,identity_us_align,pro1,pro2,group
41244,41244,AF-P0C5R4-F1-model_v3.pdb@@AF-P04449-F1-model_v3.pdb.txt,0.505965,0.025,P0C5R4,P04449,pro_with_unknown_function
41321,41321,AF-Q3E7Z9-F1-model_v3.pdb@@AF-P47128-F1-model_v3.pdb.txt,0.523595,0.032,Q3E7Z9,P47128,pro_with_unknown_function
41516,41516,AF-P0C5K9-F1-model_v3.pdb@@AF-P24000-F1-model_v3.pdb.txt,0.543175,0.037,P0C5K9,P24000,pro_with_unknown_function
41662,41662,AF-Q3E843-F1-model_v3.pdb@@AF-P89114-F1-model_v3.pdb.txt,0.547075,0.027,Q3E843,P89114,pro_with_unknown_function
41856,41856,AF-P0C5Q3-F1-model_v3.pdb@@AF-Q99176-F1-model_v3.pdb.txt,0.532635,0.104,P0C5Q3,Q99176,pro_with_unknown_function
42430,42430,AF-Q03263-F1-model_v3.pdb@@AF-P32465-F1-model_v3.pdb.txt,0.609935,0.111,Q03263,P32465,pro_with_unknown_function
42991,42991,AF-P0C5M0-F1-model_v3.pdb@@AF-Q96VH5-F1-model_v3.pdb.txt,0.50868,0.098,P0C5M0,Q96VH5,pro_with_unknown_function
43242,43242,AF-Q3E7A6-F1-model_v3.pdb@@AF-Q06405-F1-model_v3.pdb.txt,0.548705,0.029,Q3E7A6,Q06405,pro_with_unknown_function
43263,43263,AF-Q3E750-F1-model_v3.pdb@@AF-P38736-F1-model_v3.pdb.txt,0.553545,0.052,Q3E750,P38736,pro_with_unknown_function
43330,43330,AF-I2HB70-F1-model_v3.pdb@@AF-P47822-F1-model_v3.pdb.txt,0.5029600000000001,0.013,I2HB70,P47822,pro_with_unknown_function
43394,43394,AF-Q07927-F1-model_v3.pdb@@AF-P33328-F1-model_v3.pdb.txt,0.513965,0.081,Q07927,P33328,pro_with_unknown_function
43892,43892,AF-Q3E802-F1-model_v3.pdb@@AF-Q9ZZX8-F1-model_v3.pdb.txt,0.5395650000000001,0.074,Q3E802,Q9ZZX8,pro_with_unknown_function
43959,43959,AF-Q3E802-F1-model_v3.pdb@@AF-P81450-F1-model_v3.pdb.txt,0.55457,0.176,Q3E802,P81450,pro_with_unknown_function
44269,44269,AF-Q3E762-F1-model_v3.pdb@@AF-P53900-F1-model_v3.pdb.txt,0.520035,0.077,Q3E762,P53900,pro_with_unknown_function
44411,44411,AF-Q3E804-F1-model_v3.pdb@@AF-P53895-F1-model_v3.pdb.txt,0.506245,0.0,Q3E804,P53895,pro_with_unknown_function
44698,44698,AF-Q3E767-F1-model_v3.pdb@@AF-P19880-F1-model_v3.pdb.txt,0.505215,0.043,Q3E767,P19880,pro_with_unknown_function
45210,45210,AF-Q3E778-F1-model_v3.pdb@@AF-Q02969-F1-model_v3.pdb.txt,0.50465,0.118,Q3E778,Q02969,pro_with_unknown_function
45546,45546,AF-Q3E7A6-F1-model_v3.pdb@@AF-Q3E7B7-F1-model_v3.pdb.txt,0.623715,0.0,Q3E7A6,Q3E7B7,pro_with_unknown_function
45570,45570,AF-P47062-F1-model_v3.pdb@@AF-P01098-F1-model_v3.pdb.txt,0.5162800000000001,0.038,P47062,P01098,pro_with_unknown_function
45714,45714,AF-P0C5K9-F1-model_v3.pdb@@AF-Q08110-F1-model_v3.pdb.txt,0.5081,0.038,P0C5K9,Q08110,pro_with_unknown_function
46048,46048,AF-Q3E778-F1-model_v3.pdb@@AF-P47167-F1-model_v3.pdb.txt,0.5244300000000001,0.118,Q3E778,P47167,pro_with_unknown_function
46070,46070,AF-Q2V2P6-F1-model_v3.pdb@@AF-Q3E828-F1-model_v3.pdb.txt,0.511135,0.108,Q2V2P6,Q3E828,pro_with_unknown_function
46433,46433,AF-P0C5M0-F1-model_v3.pdb@@AF-Q06201-F1-model_v3.pdb.txt,0.5157,0.044,P0C5M0,Q06201,pro_with_unknown_function
46465,46465,AF-P0C5Q3-F1-model_v3.pdb@@AF-P43682-F1-model_v3.pdb.txt,0.6454150000000001,0.085,P0C5Q3,P43682,pro_with_unknown_function
47276,47276,AF-P38311-F1-model_v3.pdb@@AF-P00856-F1-model_v3.pdb.txt,0.6069249999999999,0.128,P38311,P00856,pro_with_unknown_function
47386,47386,AF-P0C5K9-F1-model_v3.pdb@@AF-P32450-F1-model_v3.pdb.txt,0.5746899999999999,0.074,P0C5K9,P32450,pro_with_unknown_function
48013,48013,AF-Q3E821-F1-model_v3.pdb@@AF-P40014-F1-model_v3.pdb.txt,0.51276,0.051,Q3E821,P40014,pro_with_unknown_function
48106,48106,AF-P25347-F1-model_v3.pdb@@AF-P0CX87-F1-model_v3.pdb.txt,0.528845,0.04,P25347,P0CX87,pro_with_unknown_function
48398,48398,AF-P0C5P6-F1-model_v3.pdb@@AF-Q12350-F1-model_v3.pdb.txt,0.513085,0.216,P0C5P6,Q12350,pro_with_unknown_function
48404,48404,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q06213-F1-model_v3.pdb.txt,0.596635,0.0,Q8TGS5,Q06213,pro_with_unknown_function
48599,48599,AF-Q3E778-F1-model_v3.pdb@@AF-Q03435-F1-model_v3.pdb.txt,0.548485,0.147,Q3E778,Q03435,pro_with_unknown_function
49025,49025,AF-Q3E750-F1-model_v3.pdb@@AF-P61829-F1-model_v3.pdb.txt,0.54836,0.073,Q3E750,P61829,pro_with_unknown_function
49404,49404,AF-P54007-F1-model_v3.pdb@@AF-P28625-F1-model_v3.pdb.txt,0.7646999999999999,0.172,P54007,P28625,pro_with_unknown_function
49620,49620,AF-P38311-F1-model_v3.pdb@@AF-P48232-F1-model_v3.pdb.txt,0.55231,0.059,P38311,P48232,pro_with_unknown_function
49628,49628,AF-Q12155-F1-model_v3.pdb@@AF-P43595-F1-model_v3.pdb.txt,0.5086849999999999,0.076,Q12155,P43595,pro_with_unknown_function
49863,49863,AF-Q04276-F1-model_v3.pdb@@AF-Q3E808-F1-model_v3.pdb.txt,0.533995,0.022,Q04276,Q3E808,pro_with_unknown_function
50272,50272,AF-Q3E767-F1-model_v3.pdb@@AF-P89114-F1-model_v3.pdb.txt,0.55574,0.132,Q3E767,P89114,pro_with_unknown_function
50921,50921,AF-Q3E778-F1-model_v3.pdb@@AF-Q3E7Y6-F1-model_v3.pdb.txt,0.691435,0.059,Q3E778,Q3E7Y6,pro_with_unknown_function
51089,51089,AF-Q3E782-F1-model_v3.pdb@@AF-Q9ZZW2-F1-model_v3.pdb.txt,0.616925,0.043,Q3E782,Q9ZZW2,pro_with_unknown_function
51407,51407,AF-P0C5K9-F1-model_v3.pdb@@AF-P47089-F1-model_v3.pdb.txt,0.52494,0.0,P0C5K9,P47089,pro_with_unknown_function
51578,51578,AF-Q3E7A6-F1-model_v3.pdb@@AF-P53854-F1-model_v3.pdb.txt,0.51171,0.0,Q3E7A6,P53854,pro_with_unknown_function
51654,51654,AF-P0C5N1-F1-model_v3.pdb@@AF-P36108-F1-model_v3.pdb.txt,0.53953,0.075,P0C5N1,P36108,pro_with_unknown_function
51726,51726,AF-Q3E778-F1-model_v3.pdb@@AF-P05375-F1-model_v3.pdb.txt,0.505215,0.125,Q3E778,P05375,pro_with_unknown_function
51958,51958,AF-Q3E782-F1-model_v3.pdb@@AF-P40525-F1-model_v3.pdb.txt,0.52693,0.0,Q3E782,P40525,pro_with_unknown_function
52623,52623,AF-Q3E7A6-F1-model_v3.pdb@@AF-Q08687-F1-model_v3.pdb.txt,0.521745,0.056,Q3E7A6,Q08687,pro_with_unknown_function
52624,52624,AF-Q3E767-F1-model_v3.pdb@@AF-P11747-F1-model_v3.pdb.txt,0.502,0.067,Q3E767,P11747,pro_with_unknown_function
52736,52736,AF-Q3E7Z9-F1-model_v3.pdb@@AF-P61829-F1-model_v3.pdb.txt,0.546195,0.071,Q3E7Z9,P61829,pro_with_unknown_function
52946,52946,AF-Q3E810-F1-model_v3.pdb@@AF-P46988-F1-model_v3.pdb.txt,0.5128550000000001,0.07,Q3E810,P46988,pro_with_unknown_function
53521,53521,AF-Q8TGT0-F1-model_v3.pdb@@AF-P36116-F1-model_v3.pdb.txt,0.5316099999999999,0.04,Q8TGT0,P36116,pro_with_unknown_function
54058,54058,AF-P0C5P6-F1-model_v3.pdb@@AF-Q02651-F1-model_v3.pdb.txt,0.528135,0.081,P0C5P6,Q02651,pro_with_unknown_function
54626,54626,AF-Q2V2P4-F1-model_v3.pdb@@AF-Q3E808-F1-model_v3.pdb.txt,0.50131,0.086,Q2V2P4,Q3E808,pro_with_unknown_function
54667,54667,AF-Q8TGR9-F1-model_v3.pdb@@AF-Q3E828-F1-model_v3.pdb.txt,0.53773,0.042,Q8TGR9,Q3E828,pro_with_unknown_function
55472,55472,AF-O14468-F1-model_v3.pdb@@AF-P0CX86-F1-model_v3.pdb.txt,0.600265,0.04,O14468,P0CX86,pro_with_unknown_function
55540,55540,AF-Q3E7Z3-F1-model_v3.pdb@@AF-P32450-F1-model_v3.pdb.txt,0.575115,0.047,Q3E7Z3,P32450,pro_with_unknown_function
56614,56614,AF-P38355-F1-model_v3.pdb@@AF-Q99252-F1-model_v3.pdb.txt,0.661465,0.164,P38355,Q99252,pro_with_unknown_function
56678,56678,AF-Q3E7A6-F1-model_v3.pdb@@AF-P38192-F1-model_v3.pdb.txt,0.556195,0.028,Q3E7A6,P38192,pro_with_unknown_function
56831,56831,AF-P0C5K9-F1-model_v3.pdb@@AF-P0CX85-F1-model_v3.pdb.txt,0.54512,0.074,P0C5K9,P0CX85,pro_with_unknown_function
57503,57503,AF-Q3E7B4-F1-model_v3.pdb@@AF-P40574-F1-model_v3.pdb.txt,0.57516,0.095,Q3E7B4,P40574,pro_with_unknown_function
57531,57531,AF-Q3E7A5-F1-model_v3.pdb@@AF-P00856-F1-model_v3.pdb.txt,0.5241800000000001,0.094,Q3E7A5,P00856,pro_with_unknown_function
57636,57636,AF-Q3E778-F1-model_v3.pdb@@AF-Q12026-F1-model_v3.pdb.txt,0.599645,0.0,Q3E778,Q12026,pro_with_unknown_function
57760,57760,AF-P53307-F1-model_v3.pdb@@AF-P07255-F1-model_v3.pdb.txt,0.54729,0.035,P53307,P07255,pro_with_unknown_function
57811,57811,AF-P0C5P6-F1-model_v3.pdb@@AF-Q9ZZX7-F1-model_v3.pdb.txt,0.62598,0.054,P0C5P6,Q9ZZX7,pro_with_unknown_function
58050,58050,AF-Q3E7A6-F1-model_v3.pdb@@AF-P05737-F1-model_v3.pdb.txt,0.513105,0.056,Q3E7A6,P05737,pro_with_unknown_function
58226,58226,AF-Q3E778-F1-model_v3.pdb@@AF-P18411-F1-model_v3.pdb.txt,0.528555,0.147,Q3E778,P18411,pro_with_unknown_function
58322,58322,AF-P0C5R4-F1-model_v3.pdb@@AF-P38784-F1-model_v3.pdb.txt,0.5786,0.109,P0C5R4,P38784,pro_with_unknown_function
58337,58337,AF-P53918-F1-model_v3.pdb@@AF-P13181-F1-model_v3.pdb.txt,0.6040099999999999,0.099,P53918,P13181,pro_with_unknown_function
58691,58691,AF-P0C5N0-F1-model_v3.pdb@@AF-P32854-F1-model_v3.pdb.txt,0.510305,0.065,P0C5N0,P32854,pro_with_unknown_function
58923,58923,AF-P53265-F1-model_v3.pdb@@AF-P14743-F1-model_v3.pdb.txt,0.56532,0.075,P53265,P14743,pro_with_unknown_function
59177,59177,AF-P0C5P3-F1-model_v3.pdb@@AF-Q3E7A4-F1-model_v3.pdb.txt,0.567015,0.069,P0C5P3,Q3E7A4,pro_with_unknown_function
59571,59571,AF-Q3E778-F1-model_v3.pdb@@AF-P33313-F1-model_v3.pdb.txt,0.516045,0.118,Q3E778,P33313,pro_with_unknown_function
59682,59682,AF-Q3E7B4-F1-model_v3.pdb@@AF-P43592-F1-model_v3.pdb.txt,0.601645,0.032,Q3E7B4,P43592,pro_with_unknown_function
60297,60297,AF-Q99296-F1-model_v3.pdb@@AF-P38328-F1-model_v3.pdb.txt,0.55202,0.099,Q99296,P38328,pro_with_unknown_function
60477,60477,AF-Q3E767-F1-model_v3.pdb@@AF-P11709-F1-model_v3.pdb.txt,0.50691,0.022,Q3E767,P11709,pro_with_unknown_function
60516,60516,AF-Q3E765-F1-model_v3.pdb@@AF-P38077-F1-model_v3.pdb.txt,0.53771,0.09,Q3E765,P38077,pro_with_unknown_function
60867,60867,AF-P34245-F1-model_v3.pdb@@AF-Q35811-F1-model_v3.pdb.txt,0.5553,0.07,P34245,Q35811,pro_with_unknown_function
61388,61388,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q08687-F1-model_v3.pdb.txt,0.539805,0.086,Q8TGS5,Q08687,pro_with_unknown_function
61413,61413,AF-Q3E821-F1-model_v3.pdb@@AF-P0CX86-F1-model_v3.pdb.txt,0.57738,0.12,Q3E821,P0CX86,pro_with_unknown_function
61997,61997,AF-P0C5R4-F1-model_v3.pdb@@AF-P18852-F1-model_v3.pdb.txt,0.5814349999999999,0.023,P0C5R4,P18852,pro_with_unknown_function
62126,62126,AF-P53912-F1-model_v3.pdb@@AF-P38113-F1-model_v3.pdb.txt,0.763165,0.182,P53912,P38113,pro_with_unknown_function
62234,62234,AF-Q12244-F1-model_v3.pdb@@AF-Q06149-F1-model_v3.pdb.txt,0.5664899999999999,0.088,Q12244,Q06149,pro_with_unknown_function
62330,62330,AF-P47080-F1-model_v3.pdb@@AF-Q35811-F1-model_v3.pdb.txt,0.56795,0.067,P47080,Q35811,pro_with_unknown_function
62429,62429,AF-Q3E7Z6-F1-model_v3.pdb@@AF-Q08003-F1-model_v3.pdb.txt,0.50164,0.111,Q3E7Z6,Q08003,pro_with_unknown_function
62504,62504,AF-P53962-F1-model_v3.pdb@@AF-P40042-F1-model_v3.pdb.txt,0.551625,0.131,P53962,P40042,pro_with_unknown_function
62571,62571,AF-P0C5N0-F1-model_v3.pdb@@AF-P61829-F1-model_v3.pdb.txt,0.52281,0.095,P0C5N0,P61829,pro_with_unknown_function
62691,62691,AF-Q3E778-F1-model_v3.pdb@@AF-Q04272-F1-model_v3.pdb.txt,0.5116700000000001,0.147,Q3E778,Q04272,pro_with_unknown_function
63094,63094,AF-Q07746-F1-model_v3.pdb@@AF-P80967-F1-model_v3.pdb.txt,0.5035499999999999,0.024,Q07746,P80967,pro_with_unknown_function
63342,63342,AF-Q3E778-F1-model_v3.pdb@@AF-P06844-F1-model_v3.pdb.txt,0.5064150000000001,0.118,Q3E778,P06844,pro_with_unknown_function
63533,63533,AF-Q3E809-F1-model_v3.pdb@@AF-P40005-F1-model_v3.pdb.txt,0.54477,0.061,Q3E809,P40005,pro_with_unknown_function
63649,63649,AF-P0C5S1-F1-model_v3.pdb@@AF-P03069-F1-model_v3.pdb.txt,0.505725,0.115,P0C5S1,P03069,pro_with_unknown_function
63843,63843,AF-P34251-F1-model_v3.pdb@@AF-P53199-F1-model_v3.pdb.txt,0.54341,0.159,P34251,P53199,pro_with_unknown_function
64379,64379,AF-Q8TGR9-F1-model_v3.pdb@@AF-Q99380-F1-model_v3.pdb.txt,0.59125,0.038,Q8TGR9,Q99380,pro_with_unknown_function
64393,64393,AF-P0C269-F1-model_v3.pdb@@AF-P07255-F1-model_v3.pdb.txt,0.5357149999999999,0.029,P0C269,P07255,pro_with_unknown_function
64396,64396,AF-Q3E778-F1-model_v3.pdb@@AF-P53286-F1-model_v3.pdb.txt,0.508105,0.029,Q3E778,P53286,pro_with_unknown_function
64474,64474,AF-P53270-F1-model_v3.pdb@@AF-P40066-F1-model_v3.pdb.txt,0.63229,0.094,P53270,P40066,pro_with_unknown_function
64982,64982,AF-Q12251-F1-model_v3.pdb@@AF-P39953-F1-model_v3.pdb.txt,0.771065,0.276,Q12251,P39953,pro_with_unknown_function
65109,65109,AF-P87287-F1-model_v3.pdb@@AF-Q99380-F1-model_v3.pdb.txt,0.55571,0.111,P87287,Q99380,pro_with_unknown_function
65194,65194,AF-Q3E7B4-F1-model_v3.pdb@@AF-Q03322-F1-model_v3.pdb.txt,0.575365,0.082,Q3E7B4,Q03322,pro_with_unknown_function
65567,65567,AF-P0C5M8-F1-model_v3.pdb@@AF-Q3E808-F1-model_v3.pdb.txt,0.696425,0.103,P0C5M8,Q3E808,pro_with_unknown_function
65669,65669,AF-P0C5N1-F1-model_v3.pdb@@AF-P31376-F1-model_v3.pdb.txt,0.52381,0.113,P0C5N1,P31376,pro_with_unknown_function
65810,65810,AF-P0C5L7-F1-model_v3.pdb@@AF-P48836-F1-model_v3.pdb.txt,0.507505,0.026,P0C5L7,P48836,pro_with_unknown_function
66171,66171,AF-P47080-F1-model_v3.pdb@@AF-P0CX87-F1-model_v3.pdb.txt,0.5198499999999999,0.0,P47080,P0CX87,pro_with_unknown_function
66767,66767,AF-Q3E7Z5-F1-model_v3.pdb@@AF-P36162-F1-model_v3.pdb.txt,0.6483399999999999,0.134,Q3E7Z5,P36162,pro_with_unknown_function
66854,66854,AF-Q05867-F1-model_v3.pdb@@AF-P39103-F1-model_v3.pdb.txt,0.5343,0.086,Q05867,P39103,pro_with_unknown_function
66964,66964,AF-P0C5S1-F1-model_v3.pdb@@AF-P36116-F1-model_v3.pdb.txt,0.5343,0.115,P0C5S1,P36116,pro_with_unknown_function
66971,66971,AF-Q3E7Z9-F1-model_v3.pdb@@AF-Q04839-F1-model_v3.pdb.txt,0.5011749999999999,0.097,Q3E7Z9,Q04839,pro_with_unknown_function
67098,67098,AF-Q8TGS5-F1-model_v3.pdb@@AF-P53723-F1-model_v3.pdb.txt,0.511985,0.029,Q8TGS5,P53723,pro_with_unknown_function
67796,67796,AF-P0C5K9-F1-model_v3.pdb@@AF-Q2V2Q1-F1-model_v3.pdb.txt,0.573145,0.074,P0C5K9,Q2V2Q1,pro_with_unknown_function
68416,68416,AF-Q8TGS2-F1-model_v3.pdb@@AF-Q3E808-F1-model_v3.pdb.txt,0.6478900000000001,0.053,Q8TGS2,Q3E808,pro_with_unknown_function
68794,68794,AF-Q45U18-F1-model_v3.pdb@@AF-Q3E7Y6-F1-model_v3.pdb.txt,0.6151949999999999,0.021,Q45U18,Q3E7Y6,pro_with_unknown_function
68922,68922,AF-Q8TGS2-F1-model_v3.pdb@@AF-P32903-F1-model_v3.pdb.txt,0.7086349999999999,0.081,Q8TGS2,P32903,pro_with_unknown_function
69042,69042,AF-Q06821-F1-model_v3.pdb@@AF-P38555-F1-model_v3.pdb.txt,0.58433,0.169,Q06821,P38555,pro_with_unknown_function
69210,69210,AF-P0C5R4-F1-model_v3.pdb@@AF-P25649-F1-model_v3.pdb.txt,0.54259,0.093,P0C5R4,P25649,pro_with_unknown_function
69287,69287,AF-Q3E843-F1-model_v3.pdb@@AF-P53299-F1-model_v3.pdb.txt,0.521405,0.0,Q3E843,P53299,pro_with_unknown_function
69617,69617,AF-P0C5P3-F1-model_v3.pdb@@AF-P38312-F1-model_v3.pdb.txt,0.526245,0.167,P0C5P3,P38312,pro_with_unknown_function
69663,69663,AF-P0C5Q3-F1-model_v3.pdb@@AF-Q07887-F1-model_v3.pdb.txt,0.535335,0.149,P0C5Q3,Q07887,pro_with_unknown_function
70072,70072,AF-P0C5R4-F1-model_v3.pdb@@AF-P69852-F1-model_v3.pdb.txt,0.711625,0.065,P0C5R4,P69852,pro_with_unknown_function
70089,70089,AF-Q3E7A6-F1-model_v3.pdb@@AF-P46671-F1-model_v3.pdb.txt,0.502085,0.083,Q3E7A6,P46671,pro_with_unknown_function
70688,70688,AF-Q3E843-F1-model_v3.pdb@@AF-P32830-F1-model_v3.pdb.txt,0.54916,0.045,Q3E843,P32830,pro_with_unknown_function
71073,71073,AF-Q3E7A2-F1-model_v3.pdb@@AF-Q3E808-F1-model_v3.pdb.txt,0.6359049999999999,0.022,Q3E7A2,Q3E808,pro_with_unknown_function
71880,71880,AF-P0C5L4-F1-model_v3.pdb@@AF-Q04839-F1-model_v3.pdb.txt,0.500345,0.149,P0C5L4,Q04839,pro_with_unknown_function
72259,72259,AF-Q8TGT2-F1-model_v3.pdb@@AF-Q3E7Y6-F1-model_v3.pdb.txt,0.5854900000000001,0.07,Q8TGT2,Q3E7Y6,pro_with_unknown_function
72686,72686,AF-P0C5L4-F1-model_v3.pdb@@AF-P01094-F1-model_v3.pdb.txt,0.656345,0.068,P0C5L4,P01094,pro_with_unknown_function
72704,72704,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q06671-F1-model_v3.pdb.txt,0.5088050000000001,0.057,Q8TGS5,Q06671,pro_with_unknown_function
72761,72761,AF-P10356-F1-model_v3.pdb@@AF-P23542-F1-model_v3.pdb.txt,0.733525,0.134,P10356,P23542,pro_with_unknown_function
72772,72772,AF-P0C5N1-F1-model_v3.pdb@@AF-P40505-F1-model_v3.pdb.txt,0.562905,0.057,P0C5N1,P40505,pro_with_unknown_function
72805,72805,AF-P0C5P6-F1-model_v3.pdb@@AF-P41834-F1-model_v3.pdb.txt,0.51732,0.081,P0C5P6,P41834,pro_with_unknown_function
72921,72921,AF-P0C5P2-F1-model_v3.pdb@@AF-Q3E7B7-F1-model_v3.pdb.txt,0.546615,0.037,P0C5P2,Q3E7B7,pro_with_unknown_function
73215,73215,AF-Q8TGT0-F1-model_v3.pdb@@AF-Q08245-F1-model_v3.pdb.txt,0.608025,0.148,Q8TGT0,Q08245,pro_with_unknown_function
73319,73319,AF-P0C5M0-F1-model_v3.pdb@@AF-P0CX82-F1-model_v3.pdb.txt,0.5093300000000001,0.067,P0C5M0,P0CX82,pro_with_unknown_function
73456,73456,AF-Q07746-F1-model_v3.pdb@@AF-Q12248-F1-model_v3.pdb.txt,0.51093,0.094,Q07746,Q12248,pro_with_unknown_function
73926,73926,AF-P38114-F1-model_v3.pdb@@AF-P38157-F1-model_v3.pdb.txt,0.5001800000000001,0.095,P38114,P38157,pro_with_unknown_function
74280,74280,AF-P53962-F1-model_v3.pdb@@AF-Q04305-F1-model_v3.pdb.txt,0.5999049999999999,0.143,P53962,Q04305,pro_with_unknown_function
74549,74549,AF-P0C5M0-F1-model_v3.pdb@@AF-Q04329-F1-model_v3.pdb.txt,0.51689,0.119,P0C5M0,Q04329,pro_with_unknown_function
74806,74806,AF-P25608-F1-model_v3.pdb@@AF-P35183-F1-model_v3.pdb.txt,0.70173,0.152,P25608,P35183,pro_with_unknown_function
75219,75219,AF-P39542-F1-model_v3.pdb@@AF-Q03697-F1-model_v3.pdb.txt,0.66962,0.136,P39542,Q03697,pro_with_unknown_function
75567,75567,AF-P53747-F1-model_v3.pdb@@AF-Q12207-F1-model_v3.pdb.txt,0.626085,0.179,P53747,Q12207,pro_with_unknown_function
75637,75637,AF-P0C5N1-F1-model_v3.pdb@@AF-P53159-F1-model_v3.pdb.txt,0.527635,0.038,P0C5N1,P53159,pro_with_unknown_function
75653,75653,AF-P0C5N1-F1-model_v3.pdb@@AF-Q12026-F1-model_v3.pdb.txt,0.513135,0.022,P0C5N1,Q12026,pro_with_unknown_function
76168,76168,AF-P0C5P6-F1-model_v3.pdb@@AF-P28320-F1-model_v3.pdb.txt,0.53019,0.054,P0C5P6,P28320,pro_with_unknown_function
77207,77207,AF-Q08984-F1-model_v3.pdb@@AF-P80235-F1-model_v3.pdb.txt,0.50651,0.076,Q08984,P80235,pro_with_unknown_function
77758,77758,AF-Q3E7Z9-F1-model_v3.pdb@@AF-P57744-F1-model_v3.pdb.txt,0.5479,0.0,Q3E7Z9,P57744,pro_with_unknown_function
77968,77968,AF-Q3E767-F1-model_v3.pdb@@AF-P26343-F1-model_v3.pdb.txt,0.509335,0.043,Q3E767,P26343,pro_with_unknown_function
77978,77978,AF-P0C5P6-F1-model_v3.pdb@@AF-P53437-F1-model_v3.pdb.txt,0.502505,0.108,P0C5P6,P53437,pro_with_unknown_function
78502,78502,AF-Q3E762-F1-model_v3.pdb@@AF-Q02774-F1-model_v3.pdb.txt,0.5353049999999999,0.062,Q3E762,Q02774,pro_with_unknown_function
78535,78535,AF-Q3E767-F1-model_v3.pdb@@AF-O94742-F1-model_v3.pdb.txt,0.52405,0.049,Q3E767,O94742,pro_with_unknown_function
78638,78638,AF-Q3E7A6-F1-model_v3.pdb@@AF-P38819-F1-model_v3.pdb.txt,0.525345,0.167,Q3E7A6,P38819,pro_with_unknown_function
78787,78787,AF-P0C5P6-F1-model_v3.pdb@@AF-P54837-F1-model_v3.pdb.txt,0.528675,0.027,P0C5P6,P54837,pro_with_unknown_function
78951,78951,AF-Q8TGJ0-F1-model_v3.pdb@@AF-Q35811-F1-model_v3.pdb.txt,0.592415,0.0,Q8TGJ0,Q35811,pro_with_unknown_function
79035,79035,AF-Q05497-F1-model_v3.pdb@@AF-P38767-F1-model_v3.pdb.txt,0.662245,0.391,Q05497,P38767,pro_with_unknown_function
79104,79104,AF-Q3E6R4-F1-model_v3.pdb@@AF-P32903-F1-model_v3.pdb.txt,0.537955,0.133,Q3E6R4,P32903,pro_with_unknown_function
79126,79126,AF-Q3E820-F1-model_v3.pdb@@AF-P41806-F1-model_v3.pdb.txt,0.5059750000000001,0.087,Q3E820,P41806,pro_with_unknown_function
79384,79384,AF-P53110-F1-model_v3.pdb@@AF-P05150-F1-model_v3.pdb.txt,0.52182,0.062,P53110,P05150,pro_with_unknown_function
79419,79419,AF-P47080-F1-model_v3.pdb@@AF-Q2V2P1-F1-model_v3.pdb.txt,0.515815,0.043,P47080,Q2V2P1,pro_with_unknown_function
79605,79605,AF-Q3E762-F1-model_v3.pdb@@AF-Q3E7Y6-F1-model_v3.pdb.txt,0.6231249999999999,0.042,Q3E762,Q3E7Y6,pro_with_unknown_function
80130,80130,AF-P0C5P6-F1-model_v3.pdb@@AF-Q03390-F1-model_v3.pdb.txt,0.529615,0.054,P0C5P6,Q03390,pro_with_unknown_function
80878,80878,AF-Q8TGU8-F1-model_v3.pdb@@AF-P38343-F1-model_v3.pdb.txt,0.5028900000000001,0.0,Q8TGU8,P38343,pro_with_unknown_function
81425,81425,AF-Q3E7Z7-F1-model_v3.pdb@@AF-P40060-F1-model_v3.pdb.txt,0.54927,0.05,Q3E7Z7,P40060,pro_with_unknown_function
81446,81446,AF-P0C5S1-F1-model_v3.pdb@@AF-Q12438-F1-model_v3.pdb.txt,0.50264,0.154,P0C5S1,Q12438,pro_with_unknown_function
81971,81971,AF-Q3E7A0-F1-model_v3.pdb@@AF-P22203-F1-model_v3.pdb.txt,0.51134,0.128,Q3E7A0,P22203,pro_with_unknown_function
82346,82346,AF-P53918-F1-model_v3.pdb@@AF-P38776-F1-model_v3.pdb.txt,0.607785,0.105,P53918,P38776,pro_with_unknown_function
82363,82363,AF-Q3E7Z9-F1-model_v3.pdb@@AF-P47081-F1-model_v3.pdb.txt,0.517595,0.032,Q3E7Z9,P47081,pro_with_unknown_function
82717,82717,AF-P0C5R4-F1-model_v3.pdb@@AF-Q12345-F1-model_v3.pdb.txt,0.53257,0.022,P0C5R4,Q12345,pro_with_unknown_function
82735,82735,AF-Q3E750-F1-model_v3.pdb@@AF-P52553-F1-model_v3.pdb.txt,0.5985199999999999,0.036,Q3E750,P52553,pro_with_unknown_function
82865,82865,AF-Q03795-F1-model_v3.pdb@@AF-P53142-F1-model_v3.pdb.txt,0.62009,0.112,Q03795,P53142,pro_with_unknown_function
82955,82955,AF-Q8TGT1-F1-model_v3.pdb@@AF-Q08955-F1-model_v3.pdb.txt,0.529355,0.128,Q8TGT1,Q08955,pro_with_unknown_function
82992,82992,AF-Q05867-F1-model_v3.pdb@@AF-P48836-F1-model_v3.pdb.txt,0.555585,0.076,Q05867,P48836,pro_with_unknown_function
83551,83551,AF-P0C5M0-F1-model_v3.pdb@@AF-P40532-F1-model_v3.pdb.txt,0.55458,0.044,P0C5M0,P40532,pro_with_unknown_function
