,chemostat_0.5_mean,chemostat_0.35_mean,chemostat_0.2_mean,chemostat_0.12_mean,chemostat_0.5_uncertainty,chemostat_0.35_uncertainty,chemostat_0.2_uncertainty,chemostat_0.12_uncertainty
P11447,2.8334784074743073e-06,1.9714892240154427e-06,1.933129383647847e-06,1.944107239602205e-06,2.1109414135683588e-07,1.5318471270599992e-07,1.6083636471950086e-07,2.1249092128852102e-07
P31554,6.95811506497302e-07,7.539275528279394e-07,8.161031893606727e-07,8.113618289938743e-07,4.174869038983813e-09,2.3447146892948914e-08,3.0603869601025226e-08,2.64503956252003e-08
P0C8J6,4.172264396980881e-05,4.8115614652639606e-05,3.9680911121628224e-05,5.110262376835121e-05,7.443319684213892e-06,1.4963956156970914e-06,2.337205665063902e-06,8.023111931631139e-07
P06612,7.553461808500123e-07,8.249345799640888e-07,8.955468626612691e-07,1.0326423278103854e-06,4.947517484567581e-08,1.3198953279425424e-08,3.1254585506878294e-08,2.788134285088041e-08
P22106,1.9423187507571742e-06,2.032054041278629e-06,1.8873890868990185e-06,1.5621349499784659e-06,2.666803644789602e-07,1.4894956122572355e-07,1.6099428911248627e-07,1.3262525725317176e-07
P11875,1.0213917568636867e-06,9.64860192261795e-07,8.305474935971447e-07,8.719505370031571e-07,7.037389204790802e-08,1.224407583980218e-07,4.094599143433922e-08,1.1684137195842305e-08
P0ABH9,1.157205232730807e-06,9.669486342363877e-07,1.0183234486712816e-06,9.378078283175948e-07,6.781222663802532e-08,3.9934978593962815e-08,6.0386580506207e-08,2.100689535431413e-08
P33363,2.1023181880800837e-07,2.0884419745926302e-07,1.9018333911354904e-07,1.475203325443408e-07,2.194820188355607e-08,1.4514671723418778e-08,1.8904223907886772e-08,1.2642492499050004e-08
P0A953,2.369107947523167e-05,2.3726789273346868e-05,2.4136432379144845e-05,2.5023136407833807e-05,2.866620616503032e-07,9.894071126985646e-07,9.702845816416227e-07,9.608884380608182e-07
P0A7D4,1.5627852017586466e-05,1.3980030577923065e-05,1.1543406468980605e-05,1.2025541394016348e-05,6.313652215104931e-07,1.6356635776169983e-07,9.31552902046735e-07,1.2747073877657333e-07
P08312,7.285555773912928e-06,7.132029343233832e-06,8.006959315084358e-06,7.844920541375838e-06,4.2984779066086265e-07,2.8599437666367665e-07,5.765010706860736e-08,1.3257915714925163e-07
P0A6H1,4.327426642012633e-06,3.5524397987820636e-06,3.1681173958662097e-06,2.7343947353754593e-06,1.2203343130475623e-07,1.6980662238178264e-07,2.5408301514846993e-07,1.260555973008087e-07
P37689,3.1795237021494365e-06,1.6686651376995114e-06,1.600910386208989e-06,1.4646661588330975e-06,2.855212284530194e-07,1.0312350550982979e-07,7.748406269251505e-08,1.972905315948183e-07
P0A6H5,2.3925497255495467e-06,2.1719796535763355e-06,1.949981071923731e-06,1.8835185315929227e-06,5.957448816618371e-08,4.322239510616908e-08,8.833414255814503e-08,6.215611154256644e-09
P24182,2.3720846812408025e-06,2.2764017523059664e-06,2.0872019621702157e-06,2.025770280832108e-06,1.1101356308206955e-07,9.401539237023641e-08,7.159102730243842e-08,6.057053139688004e-08
Q47146,7.739507665852345e-07,1.1047858045595014e-06,1.068878513498934e-06,9.140992034443971e-07,9.566031474993495e-08,5.7780297578461925e-08,1.230279169037273e-07,5.0275456189441855e-08
P0A7E5,1.3153442114801939e-06,9.418873305412761e-07,8.425844137942049e-07,6.980872879330412e-07,4.95884767728033e-08,1.1773591631765951e-08,2.8816386951761807e-08,3.685900880286457e-08
P07014,7.3283463211039364e-06,8.809048248831713e-06,8.601583172819125e-06,9.225289367326454e-06,4.3383810220935316e-07,9.073319696296664e-08,3.6212665157568504e-07,1.3284416688950092e-07
P00895,2.898594457547584e-06,2.2784901942805594e-06,2.1136831866037477e-06,2.081090405536236e-06,3.808753117217527e-07,1.7407665084303472e-07,2.088318988364503e-07,9.968423042518572e-08
P0C8J8,7.079044872251963e-06,8.483251300795264e-06,6.3723455523236005e-06,6.656855006063379e-06,3.589075750231746e-07,1.0095069047946364e-06,2.9376512996211797e-07,1.963772226788697e-07
P26616,9.934848782608536e-07,7.706350886246804e-07,6.981413714294838e-07,6.295957049660259e-07,2.9903894835651697e-08,4.2924374436394704e-08,5.0196364605779903e-08,4.381986106563539e-08
P30958,1.9162723307278639e-07,1.963135456117072e-07,1.4925781044354483e-07,1.89668998985581e-07,1.2091678406892822e-08,2.736610825827199e-08,2.6955960566104194e-08,1.77909521048475e-08
P08142,3.838126037176295e-06,3.3770106729162823e-06,2.896082999412652e-06,2.892452234530111e-06,5.338833317712225e-07,1.519654802812327e-07,2.722318019447893e-07,4.975017843391791e-08
P09832,2.656734842989699e-06,2.685736379326123e-06,2.987563592910309e-06,2.499942778296061e-06,4.7502418992655804e-07,1.963273293287395e-07,2.4468145825935433e-07,5.424875828902452e-08
P0AEM9,1.6507848922862463e-05,1.4527202375266335e-05,1.4143381231545577e-05,1.354025909424842e-05,1.0961211684780674e-06,1.9321179159104223e-07,2.050790278574109e-07,2.085199900514257e-07
P23721,1.4269717258915258e-05,1.2576597570996817e-05,1.1408592962773533e-05,8.590425079055274e-06,4.195296874121086e-07,4.376655954706892e-07,8.054466631718115e-07,8.418616577474168e-08
P02930,6.100443662579286e-06,6.016801328801366e-06,6.242346814195351e-06,6.588363423096363e-06,1.7325260001725176e-07,1.5643683454883557e-07,1.1361071201835541e-07,4.901742386783694e-07
P0AFG6,1.134321592276484e-05,1.0607196788955969e-05,9.817312112722192e-06,1.0105142779287343e-05,5.682951177305185e-07,4.677773783929582e-07,2.081270167897104e-07,2.9304914059933293e-07
P62399,3.8926374733804953e-05,2.743586222022338e-05,2.502475708968788e-05,2.1332493802572703e-05,4.433714082180384e-06,9.712295225959076e-07,2.077054838444094e-06,9.066309866093399e-07
P0A867,1.7972029820224433e-06,2.220013818991966e-06,3.649594203748613e-06,4.949834015193149e-06,4.3797836671886936e-07,4.9062305399722426e-08,1.4452393046844505e-07,1.7868900794847268e-07
P22259,1.0331126458768765e-05,1.6456922759789924e-05,1.5226704049280987e-05,1.4499141255786637e-05,9.762914503536479e-07,7.570184469503366e-07,1.2090003015129103e-06,9.264951262447662e-07
P0AC53,1.8548771978016311e-06,1.704168651267586e-06,2.0799798100519797e-06,2.4235483203713127e-06,6.380777560437613e-08,3.476504048585875e-08,7.27992933518193e-08,1.4662467338246442e-07
P0ABD5,5.226028133023854e-06,4.834743171181938e-06,4.694398876853426e-06,5.0104227232024314e-06,4.123336196955821e-07,3.4906845695933596e-07,2.7227513485749876e-07,6.663862221859235e-08
P08660,2.9339431704445065e-06,1.8294751697431438e-06,1.4227639672925002e-06,1.177528368702149e-06,2.042024446629376e-07,7.665500961223774e-08,1.3928859239793576e-07,9.314249396433997e-08
P0ABC7,2.4576657756228236e-06,2.437211784349599e-06,2.566271386013206e-06,2.397205403845538e-06,1.2017985642795608e-07,2.9490262590630147e-08,2.0299206663364462e-07,1.4598980909419323e-07
P05459,1.0697636797752636e-06,9.857446120077213e-07,9.340650072918614e-07,9.325392450124398e-07,3.252081586516802e-08,4.928723060038608e-09,4.3153803336883986e-08,2.0142847692268703e-08
P0A7A7,4.911610634098601e-07,4.991376319276386e-07,6.211050821682995e-07,7.481388293320141e-07,3.3595416737234446e-08,5.2459365115594805e-08,6.81973380220793e-08,6.628510027881644e-08
P38054,6.269745392769808e-07,6.411516861999374e-07,5.031432642371108e-07,4.1885237275982466e-07,1.585618609831484e-07,4.680407309259543e-09,4.45281788849843e-08,1.4115324962006093e-08
P00944,3.944172175867059e-07,3.7800799740126605e-07,4.0203313458180633e-07,4.399267059804448e-07,2.7569763509310752e-08,2.4683922230302673e-08,4.760072313448586e-08,1.491351533273708e-08
P07023,1.9404582921836526e-06,1.0588400811184634e-06,9.220280870948013e-07,8.377047455196493e-07,3.2386248896545166e-07,5.6224408307390406e-08,2.9320493169614677e-08,2.3371962399998224e-08
P0A6P9,4.464914530595922e-05,3.286581135416422e-05,3.396818879610352e-05,3.8436949502758505e-05,2.732527692724705e-06,1.4691017675311405e-06,1.460632118232451e-06,1.0454850264750314e-06
P09169,1.914970009726398e-05,1.7338245273068012e-05,1.734760938800297e-05,1.4312106548453633e-05,3.1405508159512936e-07,6.744577411223457e-07,7.737033787049324e-07,4.708683054441245e-07
P09551,2.2600850751147665e-05,4.75788850651693e-05,5.776518002569126e-05,6.526457569260791e-05,3.0578951066302787e-06,1.27035623124002e-06,2.593656583153538e-06,3.7983983053097803e-06
P05825,2.3999915598436355e-07,2.1719796535763353e-07,2.4314578798061335e-07,1.89668998985581e-07,7.847972400688689e-09,1.6137808826072168e-08,3.57181162543521e-08,1.8113389403122987e-08
P75780,2.0465044308744182e-07,1.461909382214841e-07,1.1796181793118865e-07,1.0010308279794553e-07,1.0171127021445856e-08,8.113597071292367e-09,1.6231546147331558e-08,1.1561906063162709e-08
P18843,4.855796876892936e-06,4.210299020778741e-06,4.829212383060499e-06,4.6152789753158045e-06,1.6461151412667052e-07,9.47317279675217e-08,2.4001185543810677e-07,4.6614317650689626e-08
P27302,6.303233647093207e-06,5.895671694274994e-06,4.720880101286958e-06,3.972511812086891e-06,9.13968878828515e-08,1.3972741915431736e-07,2.629530216416836e-07,1.53338955946554e-07
P37095,7.207416513824995e-06,6.2569721558795195e-06,6.454196609663608e-06,7.120490336917019e-06,7.502920590891818e-07,5.7564143834091575e-08,5.692601409723303e-07,1.751640622881587e-07
P0ABP8,5.6632358978015705e-06,5.6241742375779525e-06,6.0738299314365096e-06,5.692704261220007e-06,4.6665063797884937e-07,2.677106937087105e-07,2.478122612026096e-07,3.0740603010588046e-07
Q46856,1.2465072442598727e-06,7.45573784929569e-07,8.473991818730288e-07,8.508762037825369e-07,3.0925844730087434e-07,4.354150903988682e-08,4.779331385763882e-08,4.526661404123098e-08
P0ADE8,2.9748732590619945e-06,2.84236952742057e-06,2.893675615373241e-06,2.8186920682579404e-06,8.210650195011105e-08,5.3720784068248766e-08,6.279276085359932e-08,2.4691742517939556e-07
P24171,9.023224081582661e-07,8.875878392018677e-07,9.581388476859815e-07,8.982934535289323e-07,4.827424883646723e-08,3.1864403427347054e-08,1.128687562574086e-07,2.272682437428198e-08
P0AFK0,1.4567390630678811e-06,1.4890591278845452e-06,1.3360981418736674e-06,1.4225174923918576e-06,1.0371982129043314e-07,1.3014376777710924e-07,4.075099332714686e-08,5.2917650716977105e-08
P27306,3.810219158573462e-06,3.2454388285169464e-06,2.9755266727132487e-06,3.0584126086424933e-06,2.6823942876357174e-07,1.3501025526630498e-07,1.957896550645318e-07,8.930564817236083e-08
P0A698,2.6418511744015215e-07,2.819396665700051e-07,3.418485335965059e-07,4.557324558959099e-07,1.4926459135368592e-08,5.526017464772098e-09,2.8202504021711736e-08,2.3698087706587314e-08
P31660,4.6325418480702727e-07,2.0571153449737405e-06,2.628863371037919e-06,2.0942618637991238e-06,1.3063768011558166e-08,3.204985707469088e-07,8.359785519900582e-08,1.7759340605016564e-07
P02931,8.325552116511835e-05,9.457091793547806e-05,8.1398469140599e-05,6.632356093694407e-05,2.755757750565418e-06,4.435376051173922e-06,1.0419004049996673e-06,3.428928100440009e-06
P0A7L0,3.1642679418465545e-05,2.5157372025942818e-05,1.9884992165543233e-05,2.0402588849212845e-05,1.6992118847715997e-06,6.515759354719191e-07,4.076423393936362e-07,1.011968406920957e-06
P02925,2.9739430297752336e-05,4.2113432417660376e-05,5.0376918408735794e-05,5.3837018503726654e-05,1.5375285463937957e-06,6.738149186825662e-07,3.863909641950036e-06,3.1979188991213633e-06
P37902,9.146014347435126e-06,1.0154004880469369e-05,1.1526554780704721e-05,1.1111442190571952e-05,1.6554285968857577e-07,2.4166531615517095e-07,6.754561101492967e-07,6.089070320433431e-07
P00550,3.0883612320468485e-06,3.7111613888511036e-06,5.440687929071151e-06,6.082579425801481e-06,2.5448096552066035e-07,9.760354452678404e-08,6.447215195949315e-07,3.2116019368231814e-07
P67910,3.7544054013677953e-06,3.358214695144949e-06,3.719408340891561e-06,3.84606581276317e-06,1.5543238361662672e-07,1.2828380135453705e-07,2.1944509211260208e-07,6.807536488590812e-08
P0A9X4,6.329280067122518e-06,5.340146129033355e-06,5.2023569091693615e-06,5.413469346046792e-06,6.08243814450474e-07,6.408175354840027e-08,3.043378791864076e-07,1.8784738630782368e-07
P0AE06,3.1255704035172924e-06,3.134751403863538e-06,3.189783852220918e-06,3.2928645657218922e-06,7.282579040195293e-08,8.557871332547457e-08,5.709713095475443e-08,1.1953098373570469e-07
P0AEK4,7.136719088031151e-06,6.396897768177226e-06,6.095496387791219e-06,6.417134465678824e-06,2.0625118164410032e-07,1.6951779085669648e-07,2.6576364250769714e-07,2.8427905682957196e-07
P18335,5.134865662921268e-06,4.811770309461421e-06,6.369938168284187e-06,7.009850087508764e-06,2.752287995325799e-07,1.7707314738818026e-07,2.2167384825628973e-07,1.9136890738898924e-07
P0A879,5.867886340889013e-06,5.7620114079010665e-06,5.385318096164675e-06,4.367655559973518e-06,3.972559052781861e-07,5.082094061768741e-07,3.4358329453530624e-07,3.917787037296246e-07
P0A903,1.860458573522198e-06,1.8503595894890704e-06,1.7959084934013617e-06,1.6938495326073416e-06,1.87906315925742e-08,5.014474487515381e-08,6.626902340651026e-08,1.4905875886944608e-08
P06715,1.7562728934049549e-06,1.7835294463021056e-06,1.8657226305443107e-06,1.7755125738372444e-06,9.518999082254856e-08,5.4932706946104864e-08,7.761406143064332e-08,2.0436149724866684e-07
P0AB89,3.4027787309720995e-06,2.280578636255152e-06,1.990906600593735e-06,1.7649754072269346e-06,4.175209502902767e-07,1.201864941306465e-07,2.070542864617485e-07,1.0766349984084298e-07
P60906,2.1841783653150606e-06,1.9986389696851468e-06,1.983684448475499e-06,1.8993242815083873e-06,2.463753196075388e-07,1.0792650436299793e-07,4.2649215642223225e-08,7.198439026916788e-08
P0A796,2.617665212945732e-06,1.996550527710554e-06,2.147386563155516e-06,2.162753446766139e-06,1.7328943709700746e-07,2.0364815382647655e-08,1.7286461833401902e-07,5.644786496059622e-08
P33195,8.297645237909003e-07,4.928723060038607e-07,5.512909450253511e-07,5.163211639051927e-07,8.57146753076e-08,9.956020581277988e-09,4.801744131170808e-08,2.4680151634668213e-08
P00490,1.0492986354665196e-06,9.335335626429058e-07,8.161031893606727e-07,5.821784552196306e-07,3.441699524330184e-08,4.2009010318930754e-08,3.770396734846307e-08,6.86970577159164e-09
P02943,5.542306090522627e-06,1.209416747486592e-05,7.645851709172557e-06,6.301225632965414e-06,1.2060058052977238e-06,2.530099835741951e-06,2.0246215325888923e-06,1.9533799462192783e-07
P11454,6.511605007327693e-08,5.6387933314001007e-08,7.222152118236042e-08,3.9514374788662715e-08,8.86229441497299e-09,1.5286768721425676e-08,1.5563737814798667e-08,1.2071641497936454e-08
P0A6A6,4.066962441719525e-06,6.469993237287969e-06,7.438816681783122e-06,9.51506144910998e-06,4.506194385425233e-07,2.1027478021185895e-07,1.0786284188585526e-07,5.404554903094468e-07
P00562,6.065094949682365e-07,3.5712357765533967e-07,4.3332912709416247e-07,4.2675524771755725e-07,4.3668683637713034e-08,3.9390730615383967e-08,1.915314741756198e-08,3.5975467382590075e-08
P31979,1.7525519762579103e-06,1.9443394783457385e-06,2.3857175830573054e-06,2.225976446427999e-06,5.380334567111785e-08,7.699584334249123e-08,1.8775597378660994e-07,1.2866143860353836e-07
P06996,2.453014629189018e-05,2.923192231837304e-05,4.422123741995928e-05,6.168984192006021e-05,3.4587506271565156e-06,1.0231172811430563e-07,2.4012131919037885e-06,1.7149776053776745e-06
P76116,4.024171894528514e-06,3.138928287812723e-06,2.2581262289684686e-06,1.678043782691876e-06,7.645926599604178e-08,6.937031516066117e-08,1.2148719111850365e-07,7.920366654305656e-08
P0A858,1.732831115378575e-05,1.4733958130751004e-05,1.5253185273714518e-05,1.5083954002658844e-05,4.505360899984296e-07,5.613638047816133e-07,4.4234237293772106e-07,7.270465829281563e-07
P0A7V3,3.80761451657053e-05,2.7932911410176428e-05,2.533049486269321e-05,2.3060589126663556e-05,3.3164322439329326e-06,1.5418967098417386e-06,2.3785334676068925e-06,1.6326897101677794e-06
P0AB91,9.110665634538203e-06,5.559432536365582e-06,4.896619136164035e-06,4.388729893194138e-06,1.0313273498297247e-06,1.1007676422003848e-07,4.309024839824352e-07,7.899713807749449e-08
P0A6K6,2.4688285270639563e-06,2.9447031841756086e-06,3.444966560398591e-06,3.7723056464910002e-06,1.6936163695658746e-07,1.3840104965625354e-08,1.560569851860562e-07,9.393041059762588e-08
P69441,5.873467716609578e-06,6.490877657033893e-06,6.162903140894755e-06,5.966670593088069e-06,5.961569732358724e-07,2.0640990949367785e-07,2.329577387258217e-07,3.30553550857079e-07
P69797,2.237945618089852e-05,1.7649423127282317e-05,1.3582460750362583e-05,8.153132664727405e-06,1.6896489416578378e-06,6.742079634621844e-07,9.263238231747278e-07,8.642320624611049e-08
P16700,4.165566746116201e-06,4.080815618353999e-06,3.7266304930097964e-06,3.809185729627085e-06,1.387133726456695e-07,1.1099818481922878e-07,4.956418555703031e-08,1.7750805500062222e-07
P21599,3.6744056827063416e-06,4.005631707268665e-06,4.253847597641028e-06,4.193792310903402e-06,1.1390657616389656e-07,1.397965465836764e-07,9.14577233492821e-08,7.171384851644817e-08
P31120,2.684641721592532e-06,2.616817794164566e-06,2.874416543057944e-06,2.9820181507177456e-06,2.2899993885184292e-07,4.8934492750877375e-08,1.8884916687890695e-07,1.1212388246698725e-07
P25526,2.9116176675622397e-06,3.5190247271885814e-06,3.9047769119262865e-06,5.186920263925125e-06,1.33934412707863e-07,3.3501115402835293e-07,5.095733870063805e-07,6.162061273543048e-07
P00393,1.2167399070835174e-06,6.912742935901607e-07,8.040662691636127e-07,9.457107032753275e-07,2.4188789352820327e-07,3.2351636940019503e-08,1.0219682281069518e-07,1.022313270240629e-07
P0AEZ1,4.586030383732218e-06,2.725416776843382e-06,2.9899709769497204e-06,2.4340854869816233e-06,1.5500782697014896e-07,8.857604524740992e-08,3.486306159123374e-07,1.7184643538090257e-07
P21170,1.679994091890545e-06,1.3929907970532843e-06,1.600910386208989e-06,1.5305234501475357e-06,3.5951873566457663e-08,8.455454138113437e-08,1.0421926614220516e-07,2.555974161746384e-08
P60785,1.6706917990229334e-06,1.5893043426649914e-06,1.4901707203960366e-06,1.6121864913774387e-06,6.29850808231646e-08,8.518671276684354e-08,1.847811693291085e-07,3.724150795081884e-08
P0AGD7,1.3692975101123378e-06,1.0922551527119452e-06,1.066471129459522e-06,1.1538197438289511e-06,7.572215230921227e-08,1.703918038230635e-08,2.026295145973092e-08,4.5345115932477773e-08
P0AG90,1.0009267125549425e-06,9.753024021347581e-07,9.557314636465696e-07,1.0142022862423427e-06,5.004633562774713e-08,4.8374999145884006e-08,5.218293791510269e-08,5.598396620057732e-08
P45464,7.386020536883128e-07,7.184240392598647e-07,7.535112043359603e-07,6.980872879330412e-07,2.4078426950238988e-08,3.1610657727434057e-08,4.264873416541536e-08,1.2007101352448309e-08
P0A8J8,9.953453368343759e-07,9.335335626429058e-07,9.605462317253933e-07,9.720536198011026e-07,1.1028426332124885e-07,3.678122236813048e-08,1.5608876265537647e-07,5.0255172143717004e-08
