Entry	Entry name	Protein names	Gene names	Organism	Length	Mass	Gene names  (synonym )	Gene names  (primary )	Gene names  (ORF )	Gene names  (ordered locus )
P23842	PDEA_ECOLI	Probable cyclic di-GMP phosphodiesterase PdeA (EC 3.1.4.52)	pdeA yfeA b2395 JW5391	Escherichia coli (strain K12)	729	"83,524"	yfeA	pdeA		b2395 JW5391
P77473	PDEB_ECOLI	Probable cyclic di-GMP phosphodiesterase PdeB (EC 3.1.4.52)	pdeB ylaB b0457 JW5062	Escherichia coli (strain K12)	516	"58,720"	ylaB	pdeB		b0457 JW5062
P0ABF1	PCNB_ECOLI	Poly(A) polymerase I (PAP I) (EC 2.7.7.19) (Plasmid copy number protein)	pcnB b0143 JW5808	Escherichia coli (strain K12)	465	"53,871"		pcnB		b0143 JW5808
P32701	PDEC_ECOLI	Probable cyclic di-GMP phosphodiesterase PdeC (EC 3.1.4.52)	pdeC yjcC b4061 JW4022	Escherichia coli (strain K12)	528	"60,801"	yjcC	pdeC		b4061 JW4022
P76261	PDED_ECOLI	Probable cyclic di-GMP phosphodiesterase PdeD (EC 3.1.4.52)	pdeD adrB yoaD b1815 JW1804	Escherichia coli (strain K12)	532	"59,711"	adrB yoaD	pdeD		b1815 JW1804
P77172	PDEF_ECOLI	Cyclic di-GMP phosphodiesterase PdeF (EC 3.1.4.52)	pdeF yfgF b2503 JW2488	Escherichia coli (strain K12)	747	"85,608"	yfgF	pdeF		b2503 JW2488
P75995	PDEG_ECOLI	Probable cyclic di-GMP phosphodiesterase PdeG (EC 3.1.4.52)	pdeG ycgG b1168 JW5174	Escherichia coli (strain K12)	507	"56,906"	ycgG	pdeG		b1168 JW5174
P37646	PDEH_ECOLI	Cyclic di-GMP phosphodiesterase PdeH (EC 3.1.4.52)	pdeH yhjH b3525 JW3493	Escherichia coli (strain K12)	255	"29,601"	yhjH	pdeH		b3525 JW3493
P75800	PDEI_ECOLI	Probable cyclic di-GMP phosphodiesterase PdeI (EC 3.1.4.52)	pdeI yliE b0833 JW0817	Escherichia coli (strain K12)	782	"90,049"	yliE	pdeI		b0833 JW0817
P37649	PDEK_ECOLI	Probable cyclic di-GMP phosphodiesterase PdeK (EC 3.1.4.52)	pdeK yhjK b3529 JW5943	Escherichia coli (strain K12)	662	"74,381"	yhjK	pdeK		b3529 JW5943
P21514	PDEL_ECOLI	Cyclic di-GMP phosphodiesterase PdeL (EC 3.1.4.52)	pdeL yahA b0315 JW0307	Escherichia coli (strain K12)	362	"40,725"	yahA	pdeL		b0315 JW0307
P76446	PDEN_ECOLI	Probable cyclic di-GMP phosphodiesterase PdeN (EC 3.1.4.52)	pdeN rtn b2176 JW2164	Escherichia coli (strain K12)	518	"58,588"	rtn	pdeN		b2176 JW2164
P77334	PDER_ECOLI	Cyclic di-GMP phosphodiesterase PdeR (EC 3.1.4.52)	pdeR gmr yciR b1285 JW1278	Escherichia coli (strain K12)	661	"74,665"	gmr yciR	pdeR		b1285 JW1278
P0ACL9	PDHR_ECOLI	Pyruvate dehydrogenase complex repressor	pdhR aceC genA yacB b0113 JW0109	Escherichia coli (strain K12)	254	"29,425"	aceC genA yacB	pdhR		b0113 JW0109
Q46806	PHYDA_ECOLI	D-phenylhydantoinase (EC 3.5.2.-) (Hydantoin-utilizing enzyme HyuA)	hyuA ygeZ b2873 JW2841	Escherichia coli (strain K12)	461	"51,025"	ygeZ	hyuA		b2873 JW2841
P76002	PLIG_ECOLI	Inhibitor of g-type lysozyme	pliG ycgK b1178 JW1167	Escherichia coli (strain K12)	133	"14,906"	ycgK	pliG		b1178 JW1167
P27247	PLSX_ECOLI	Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	plsX b1090 JW5156	Escherichia coli (strain K12)	356	"38,214"		plsX		b1090 JW5156
P0A7A7	PLSB_ECOLI	Glycerol-3-phosphate acyltransferase (GPAT) (EC 2.3.1.15)	plsB b4041 JW4001	Escherichia coli (strain K12)	807	"91,381"		plsB		b4041 JW4001
P52647	NIFJ_ECOLI	Probable pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)	ydbK b1378 JW1372	Escherichia coli (strain K12)	1174	"128,824"		ydbK		b1378 JW1372
P37590	PMRD_ECOLI	Signal transduction protein PmrD (BasR post-transcriptional activator) (Polymyxin resistance protein PmrD)	pmrD b2259 JW2254	Escherichia coli (strain K12)	88	"9,871"		pmrD		b2259 JW2254
G3MTW7	PMRR_ECOLI	Putative membrane protein PmrR	pmrR b4703 JW4072.1	Escherichia coli (strain K12)	29	"3,465"		pmrR		b4703 JW4072.1
K0JFS6	K0JFS6_ECOLI	Flavoprotein WrbA (Fragment)	wrbA	Escherichia coli (strain K12)	101	"10,847"		wrbA		
A0A1V1IFN2	A0A1V1IFN2_ECOLI	"Guanosine kinase, GTP feedback-resistant"	gsk-3 gsk-9	Escherichia coli (strain K12)	434	"48,507"	gsk-9	gsk-3		
K0JFQ9	K0JFQ9_ECOLI	Phage integrase (Fragment)	int	Escherichia coli (strain K12)	52	"5,836"		int		
A5PFJ8	A5PFJ8_ECOLI	Disrupted ArcA (Fragment)	arcA2	Escherichia coli (strain K12)	71	"8,206"		arcA2		
A0A6G6FTV1	A0A6G6FTV1_ECOLI	FimH (Fragment)	fimH	Escherichia coli (strain K12)	265	"27,621"		fimH		
Q2A0L0	Q2A0L0_ECOLI	Exodeoxyribonuclease I (EC 3.1.11.1)	sbcB	Escherichia coli (strain K12)	475	"54,529"		sbcB		
A5PFK0	A5PFK0_ECOLI	Disrupted ArcA (Fragment)	arcA2	Escherichia coli (strain K12)	170	"19,419"		arcA2		
A4UR79	A4UR79_ECOLI	ChbR	chbR	Escherichia coli (strain K12)	280	"32,968"		chbR		
A0A0G3HZV6	A0A0G3HZV6_ECOLI	Transcriptional repressor	puuR	Escherichia coli (strain K12)	185	"20,092"		puuR		
A0A0G3HVX2	A0A0G3HVX2_ECOLI	Gamma-aminobutyrate aminotransferase	puuE	Escherichia coli (strain K12)	421	"44,729"		puuE		
A4UR86	A4UR86_ECOLI	ChbR	chbR	Escherichia coli (strain K12)	280	"32,952"		chbR		
A4UR76	A4UR76_ECOLI	ChbR	chbR	Escherichia coli (strain K12)	280	"32,908"		chbR		
C0Z3Y0	C0Z3Y0_ECOLI	Integrase (Fragment)	int	Escherichia coli (strain K12)	115	"13,309"		int		
C3UPD2	C3UPD2_ECOLI	TmRNA tag peptide (Fragment)		Escherichia coli (strain K12)	10	"1,051"				
Q1PH25	Q1PH25_ECOLI	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) (Fragment)	amiA UTI89_C2768	Escherichia coli (strain K12)	93	"9,982"		amiA	UTI89_C2768	
B8LFD7	B8LFD7_ECOLI	Galactoside permease		Escherichia coli (strain K12)	395	"43,534"				
A0A0G3HGF9	A0A0G3HGF9_ECOLI	Exodeoxyribonuclease I (EC 3.1.11.1)	sbcB	Escherichia coli (strain K12)	475	"54,501"		sbcB		
P0AC86	PHSG_ECOLI	Glycogen phosphorylase (EC 2.4.1.1)	glgP glgY b3428 JW3391	Escherichia coli (strain K12)	815	"93,173"	glgY	glgP		b3428 JW3391
P23830	PSS_ECOLI	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8) (Phosphatidylserine synthase)	pssA pss b2585 JW2569	Escherichia coli (strain K12)	451	"52,802"	pss	pssA		b2585 JW2569
P77439	PTFX1_ECOLI	Multiphosphoryl transfer protein 1 (MTP 1) (Triphosphoryl transfer protein 1) (TTP 1) [Includes: Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Phosphotransferase system enzyme I); Phosphocarrier protein HPr (Protein H); PTS system fructose-like EIIA component (EC 2.7.1.202) (Fructose-like phosphotransferase enzyme IIA component)]	fryA ypdD b2383 JW2380	Escherichia coli (strain K12)	831	"92,130"	ypdD	fryA		b2383 JW2380
P39452	RIR3_ECOLI	Ribonucleoside-diphosphate reductase 2 subunit alpha (EC 1.17.4.1) (R1E protein) (Ribonucleotide reductase 2)	nrdE b2675 JW2650	Escherichia coli (strain K12)	714	"80,479"		nrdE		b2675 JW2650
P69924	RIR2_ECOLI	Ribonucleoside-diphosphate reductase 1 subunit beta (EC 1.17.4.1) (Protein B2) (Protein R2) (Ribonucleotide reductase 1)	nrdB ftsB b2235 JW2229	Escherichia coli (strain K12)	376	"43,517"	ftsB	nrdB		b2235 JW2229
P0A9T0	SERA_ECOLI	D-3-phosphoglycerate dehydrogenase (PGDH) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399)	serA b2913 JW2880	Escherichia coli (strain K12)	410	"44,176"		serA		b2913 JW2880
P30852	SMF_ECOLI	Protein Smf	smf b4473 JW5708	Escherichia coli (strain K12)	374	"40,955"		smf		b4473 JW5708
P0A9V8	SQUU_ECOLI	3-sulfolactaldehyde reductase (SLA reductase) (EC 1.1.1.373) (4-hydroxybutyrate dehydrogenase) (EC 1.1.1.61) (Gamma-hydroxybutyrate dehydrogenase) (GHBDH) (Succinic semialdehyde reductase) (SSA reductase)	yihU b3882 JW3853	Escherichia coli (strain K12)	298	"31,158"		yihU		b3882 JW3853
P39902	SPRT_ECOLI	Protein SprT	sprT yggI b2944 JW2911	Escherichia coli (strain K12)	165	"19,348"	yggI	sprT		b2944 JW2911
P0A832	SSRP_ECOLI	SsrA-binding protein (Small protein B)	smpB smqB b2620 JW2601	Escherichia coli (strain K12)	160	"18,269"	smqB	smpB		b2620 JW2601
P21507	SRMB_ECOLI	ATP-dependent RNA helicase SrmB (EC 3.6.4.13)	srmB rbaB rhlA b2576 JW2560	Escherichia coli (strain K12)	444	"49,914"	rbaB rhlA	srmB		b2576 JW2560
P0ACA3	SSPA_ECOLI	Stringent starvation protein A	sspA pog ssp b3229 JW3198	Escherichia coli (strain K12)	212	"24,305"	pog ssp	sspA		b3229 JW3198
P00956	SYI_ECOLI	Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	ileS ilvS b0026 JW0024	Escherichia coli (strain K12)	938	"104,297"	ilvS	ileS		b0026 JW0024
P0A8F8	UVRB_ECOLI	UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B)	uvrB b0779 JW0762	Escherichia coli (strain K12)	673	"76,226"		uvrB		b0779 JW0762
P03018	UVRD_ECOLI	DNA helicase II (EC 3.6.4.12)	uvrD mutU pdeB rad recL b3813 JW3786	Escherichia coli (strain K12)	720	"81,990"	mutU pdeB rad recL	uvrD		b3813 JW3786
P0AED5	UVRY_ECOLI	Response regulator UvrY	uvrY yecB b1914 JW1899	Escherichia coli (strain K12)	218	"23,893"	yecB	uvrY		b1914 JW1899
P42604	UXAA_ECOLI	Altronate dehydratase (EC 4.2.1.7) (D-altronate hydro-lyase)	uxaA ygjW b3091 JW3062	Escherichia coli (strain K12)	495	"54,093"	ygjW	uxaA		b3091 JW3062
P0A6L7	UXAB_ECOLI	Altronate oxidoreductase (EC 1.1.1.58) (Tagaturonate dehydrogenase) (Tagaturonate reductase)	uxaB b1521 JW1514	Escherichia coli (strain K12)	483	"54,808"		uxaB		b1521 JW1514
P42597	UTPP_ECOLI	UTP pyrophosphatase (EC 3.6.1.-)	ygjP upp b3085 JW5514	Escherichia coli (strain K12)	167	"19,483"	upp	ygjP		b3085 JW5514
P60472	UPPS_ECOLI	"Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific) (EC 2.5.1.31) (Ditrans,polycis-undecaprenylcistransferase) (Undecaprenyl diphosphate synthase) (UDS) (Undecaprenyl pyrophosphate synthase) (UPP synthase)"	ispU rth uppS yaeS b0174 JW0169	Escherichia coli (strain K12)	253	"28,444"	rth uppS yaeS	ispU		b0174 JW0169
P43672	UUP_ECOLI	ATP-binding protein Uup (EC 3.6.1.-)	uup ycbH ycbI b0949 JW0932	Escherichia coli (strain K12)	635	"72,067"	ycbH ycbI	uup		b0949 JW0932
P0A8G3	UXAC_ECOLI	Uronate isomerase (EC 5.3.1.12) (Glucuronate isomerase) (Uronic isomerase)	uxaC ygjX ygjY ygjZ b3092 JW3063	Escherichia coli (strain K12)	470	"53,987"	ygjX ygjY ygjZ	uxaC		b3092 JW3063
P0A698	UVRA_ECOLI	UvrABC system protein A (UvrA protein) (Excinuclease ABC subunit A)	uvrA dinE b4058 JW4019	Escherichia coli (strain K12)	940	"103,868"	dinE	uvrA		b4058 JW4019
P24215	UXUA_ECOLI	Mannonate dehydratase (EC 4.2.1.8) (D-mannonate hydro-lyase)	uxuA b4322 JW4285	Escherichia coli (strain K12)	394	"44,838"		uxuA		b4322 JW4285
P46888	USPC_ECOLI	Universal stress protein C	uspC yecG b1895 JW1884	Escherichia coli (strain K12)	142	"15,633"	yecG	uspC		b1895 JW1884
P0AAB8	USPD_ECOLI	Universal stress protein D	uspD yiiT b3923 JW3894	Escherichia coli (strain K12)	142	"16,293"	yiiT	uspD		b3923 JW3894
P0AAC0	USPE_ECOLI	Universal stress protein E	uspE ydaA b1333 JW1327	Escherichia coli (strain K12)	316	"35,707"	ydaA	uspE		b1333 JW1327
P37903	USPF_ECOLI	Universal stress protein F	uspF ynaF yzzL b1376 JW1370	Escherichia coli (strain K12)	144	"16,017"	ynaF yzzL	uspF		b1376 JW1370
P0A8F0	UPP_ECOLI	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	upp uraP b2498 JW2483	Escherichia coli (strain K12)	208	"22,533"	uraP	upp		b2498 JW2483
P39177	USPG_ECOLI	Universal stress protein UP12 (Universal stress protein G)	uspG ybdQ yzzU b0607 JW0600	Escherichia coli (strain K12)	142	"15,935"	ybdQ yzzU	uspG		b0607 JW0600
P32716	MDTN_ECOLI	Multidrug resistance protein MdtN	mdtN yjcR b4082 JW4043	Escherichia coli (strain K12)	343	"36,908"	yjcR	mdtN		b4082 JW4043
P38051	MENF_ECOLI	Isochorismate synthase MenF (EC 5.4.4.2) (Isochorismate hydroxymutase) (Isochorismate mutase)	menF yfbA b2265 JW2260	Escherichia coli (strain K12)	431	"48,765"	yfbA	menF		b2265 JW2260
P16384	MIAA_ECOLI	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	miaA trpX b4171 JW4129	Escherichia coli (strain K12)	316	"35,065"	trpX	miaA		b4171 JW4129
P64606	MLAE_ECOLI	Intermembrane phospholipid transport system permease protein MlaE	mlaE yrbE b3194 JW3161	Escherichia coli (strain K12)	260	"27,863"	yrbE	mlaE		b3194 JW3161
P13669	MNGR_ECOLI	Mannosyl-D-glycerate transport/metabolism system repressor MngR (Fatty acyl-responsive regulator) (Protein P30)	mngR farR g30 ybgB b0730 JW0719	Escherichia coli (strain K12)	240	"28,273"	farR g30 ybgB	mngR		b0730 JW0719
P28224	MLIC_ECOLI	Membrane-bound lysozyme inhibitor of C-type lysozyme	mliC ydhA b1639 JW1631	Escherichia coli (strain K12)	109	"12,568"	ydhA	mliC		b1639 JW1631
P46022	MTGA_ECOLI	Biosynthetic peptidoglycan transglycosylase (EC 2.4.1.129) (Glycan polymerase) (Monofunctional biosynthetic peptidoglycan transglycosylase) (Monofunctional glycosyltransferase) (Monofunctional GTase) (Peptidoglycan glycosyltransferase MtgA) (PGT)	mtgA mgt yrbM b3208 JW3175	Escherichia coli (strain K12)	242	"27,342"	mgt yrbM	mtgA		b3208 JW3175
P68739	NFI_ECOLI	Endonuclease V (EndoV) (EC 3.1.21.7) (Deoxyinosine 3'endonuclease) (Deoxyribonuclease V) (DNase V)	nfi yjaF b3998 JW5547	Escherichia coli (strain K12)	223	"24,673"	yjaF	nfi		b3998 JW5547
P62517	OPGH_ECOLI	Glucans biosynthesis glucosyltransferase H (EC 2.4.1.-)	mdoH opgH b1049 JW1037	Escherichia coli (strain K12)	847	"96,937"	opgH	mdoH		b1049 JW1037
P33599	NUOCD_ECOLI	NADH-quinone oxidoreductase subunit C/D (EC 7.1.1.-) (NADH dehydrogenase I subunit C/D) (NDH-1 subunit C/D) (NUO3/NUO4)	nuoC nuoCD nuoD b2286 JW5375	Escherichia coli (strain K12)	596	"68,236"	nuoCD nuoD	nuoC		b2286 JW5375
P0AFC3	NUOA_ECOLI	NADH-quinone oxidoreductase subunit A (EC 7.1.1.-) (NADH dehydrogenase I subunit A) (NDH-1 subunit A) (NUO1)	nuoA b2288 JW2283	Escherichia coli (strain K12)	147	"16,457"		nuoA		b2288 JW2283
P09546	PUTA_ECOLI	Bifunctional protein PutA [Includes: Proline dehydrogenase (EC 1.5.5.2) (Proline oxidase); Delta-1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase) (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)]	putA poaA b1014 JW0999	Escherichia coli (strain K12)	1320	"143,815"	poaA	putA		b1014 JW0999
P76079	PAAC_ECOLI	"1,2-phenylacetyl-CoA epoxidase, subunit C (1,2-phenylacetyl-CoA epoxidase, structural subunit beta) (1,2-phenylacetyl-CoA monooxygenase, subunit C)"	paaC ydbP b1390 JW1385	Escherichia coli (strain K12)	248	"27,877"	ydbP	paaC		b1390 JW1385
P77756	QUEC_ECOLI	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC ybaX b0444 JW0434	Escherichia coli (strain K12)	231	"25,514"	ybaX	queC		b0444 JW0434
P60240	RAPA_ECOLI	RNA polymerase-associated protein RapA (EC 3.6.4.-) (ATP-dependent helicase HepA)	rapA hepA yabA b0059 JW0058	Escherichia coli (strain K12)	968	"109,769"	hepA yabA	rapA		b0059 JW0058
P06999	PFKB_ECOLI	ATP-dependent 6-phosphofructokinase isozyme 2 (ATP-PFK 2) (Phosphofructokinase 2) (EC 2.7.1.11) (6-phosphofructokinase isozyme II) (Phosphohexokinase 2)	pfkB b1723 JW5280	Escherichia coli (strain K12)	309	"32,456"		pfkB		b1723 JW5280
P0A8V0	RBN_ECOLI	Ribonuclease BN (RNase BN) (EC 3.1.-.-) (Ribonuclease Z homolog) (RNase Z homolog)	rbn elaC rnz b2268 JW2263	Escherichia coli (strain K12)	305	"32,930"	elaC rnz	rbn		b2268 JW2263
P13960	REA1_ECOLI	Putative defective replication initiation protein (RepFIC replication initiation protein) (Fragment)	repA1	Escherichia coli (strain K12)	91	"10,261"		repA1		
P0A894	RAPZ_ECOLI	RNase adapter protein RapZ	rapZ yhbJ b3205 JW3172	Escherichia coli (strain K12)	284	"32,492"	yhbJ	rapZ		b3205 JW3172
P0AAZ4	RARA_ECOLI	Replication-associated recombination protein A	rarA mgsA ycaJ b0892 JW0875	Escherichia coli (strain K12)	447	"49,626"	mgsA ycaJ	rarA		b0892 JW0875
P27844	RARD_ECOLI	Protein RarD	rarD b3819 JW5589	Escherichia coli (strain K12)	296	"33,283"		rarD		b3819 JW5589
P0A7G2	RBFA_ECOLI	30S ribosome-binding factor (Protein P15B) (Ribosome-binding factor A) (RbfA)	rbfA P15B yhbB b3167 JW3136	Escherichia coli (strain K12)	133	"15,154"	P15B yhbB	rbfA		b3167 JW3136
P16678	PHNK_ECOLI	Putative phosphonates utilization ATP-binding protein PhnK	phnK b4097 JW5727	Escherichia coli (strain K12)	252	"27,831"		phnK		b4097 JW5727
P16688	PHNJ_ECOLI	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase (PRPn C-P lyase) (EC 4.7.1.1)	phnJ b4098 JW4059	Escherichia coli (strain K12)	281	"31,845"		phnJ		b4098 JW4059
P25889	PREA_ECOLI	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA (DPD) (EC 1.3.1.1) (Dihydrothymine dehydrogenase) (Dihydrouracil dehydrogenase)	preA yeiA b2147 JW2134	Escherichia coli (strain K12)	411	"45,069"	yeiA	preA		b2147 JW2134
P22564	RIHC_ECOLI	Non-specific ribonucleoside hydrolase RihC (EC 3.2.-.-) (Purine/pyrimidine ribonucleoside hydrolase)	rihC yaaF b0030 JW0028	Escherichia coli (strain K12)	304	"32,561"	yaaF	rihC		b0030 JW0028
P27127	RFAB_ECOLI	"Lipopolysaccharide 1,6-galactosyltransferase (EC 2.4.1.-) (UDP-D-galactose--(Glucosyl)lipopolysaccharide-alpha-1,3-D-galactosyltransferase)"	rfaB waaB b3628 JW3603	Escherichia coli (strain K12)	359	"40,826"	waaB	rfaB		b3628 JW3603
P0AFW8	ROF_ECOLI	Protein rof	rof yaeO b0189 JW0184	Escherichia coli (strain K12)	84	"9,480"	yaeO	rof		b0189 JW0184
P0AFW0	RFAH_ECOLI	Transcription antitermination protein RfaH	rfaH hlyT sfrB b3842 JW3818	Escherichia coli (strain K12)	162	"18,340"	hlyT sfrB	rfaH		b3842 JW3818
P25742	RFAQ_ECOLI	Lipopolysaccharide core heptosyltransferase RfaQ (EC 2.-.-.-)	rfaQ waaQ b3632 JW3607	Escherichia coli (strain K12)	344	"38,731"	waaQ	rfaQ		b3632 JW3607
P05824	RECN_ECOLI	DNA repair protein RecN (Recombination protein N)	recN radB b2616 JW5416	Escherichia coli (strain K12)	553	"61,396"	radB	recN		b2616 JW5416
P0ADY3	RL14_ECOLI	50S ribosomal protein L14 (Large ribosomal subunit protein uL14)	rplN b3310 JW3272	Escherichia coli (strain K12)	123	"13,541"		rplN		b3310 JW3272
P0C018	RL18_ECOLI	50S ribosomal protein L18 (Large ribosomal subunit protein uL18)	rplR b3304 JW3266	Escherichia coli (strain K12)	117	"12,770"		rplR		b3304 JW3266
P13445	RPOS_ECOLI	RNA polymerase sigma factor RpoS (Sigma S) (Sigma-38)	rpoS appR katF nur otsX sigS b2741 JW5437	Escherichia coli (strain K12)	330	"37,972"	appR katF nur otsX sigS	rpoS		b2741 JW5437
P46849	RTCA_ECOLI	RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4)	rtcA yhgJ yhgK b4475 JW5688	Escherichia coli (strain K12)	338	"35,903"	yhgJ yhgK	rtcA		b4475 JW5688
P38105	RSPB_ECOLI	Starvation-sensing protein RspB (EC 1.1.1.-)	rspB b1580 JW1572	Escherichia coli (strain K12)	339	"36,564"		rspB		b1580 JW1572
P07118	SYV_ECOLI	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	valS b4258 JW4215	Escherichia coli (strain K12)	951	"108,192"		valS		b4258 JW4215
P00954	SYW_ECOLI	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS b3384 JW3347	Escherichia coli (strain K12)	334	"37,438"		trpS		b3384 JW3347
P0A8L1	SYS_ECOLI	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS b0893 JW0876	Escherichia coli (strain K12)	430	"48,414"		serS		b0893 JW0876
P00959	SYM_ECOLI	Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	metG b2114 JW2101	Escherichia coli (strain K12)	677	"76,255"		metG		b2114 JW2101
P16659	SYP_ECOLI	Proline--tRNA ligase (EC 6.1.1.15) (Global RNA synthesis factor) (Prolyl-tRNA synthetase) (ProRS)	proS drpA b0194 JW0190	Escherichia coli (strain K12)	572	"63,693"	drpA	proS		b0194 JW0190
P11875	SYR_ECOLI	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS b1876 JW1865	Escherichia coli (strain K12)	577	"64,683"		argS		b1876 JW1865
P0AF96	TABA_ECOLI	Toxin-antitoxin biofilm protein TabA	tabA yjgK b4252 JW5756	Escherichia coli (strain K12)	150	"16,865"	yjgK	tabA		b4252 JW5756
P30958	MFD_ECOLI	Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-)	mfd b1114 JW1100	Escherichia coli (strain K12)	1148	"129,983"		mfd		b1114 JW1100
P37355	MENH_ECOLI	"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (SHCHC synthase) (EC 4.2.99.20)"	menH yfbB b2263 JW2258	Escherichia coli (strain K12)	252	"27,682"	yfbB	menH		b2263 JW2258
P0AEZ7	MLTD_ECOLI	Membrane-bound lytic murein transglycosylase D (EC 4.2.2.n1) (Murein hydrolase D) (Regulatory protein DniR)	mltD dniR yafG b0211 JW5018	Escherichia coli (strain K12)	452	"49,417"	dniR yafG	mltD		b0211 JW5018
P0AD65	MRDA_ECOLI	"Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4) (Penicillin-binding protein 2) (PBP-2)"	mrdA pbpA b0635 JW0630	Escherichia coli (strain K12)	633	"70,857"	pbpA	mrdA		b0635 JW0630
P76346	MTFA_ECOLI	Protein MtfA (Mlc titration factor A)	mtfA yeeI b1976 JW1958	Escherichia coli (strain K12)	265	"30,279"	yeeI	mtfA		b1976 JW1958
P33934	NAPH_ECOLI	Ferredoxin-type protein NapH (Ubiquinol--[NapC cytochrome c] reductase NapH subunit)	napH yejZ b2204 JW2192	Escherichia coli (strain K12)	287	"31,874"	yejZ	napH		b2204 JW2192
P38489	NFSB_ECOLI	Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) (Dihydropteridine reductase) (EC 1.5.1.34) (FMN-dependent nitroreductase)	nfsB dprA nfnB nfsI ntr b0578 JW0567	Escherichia coli (strain K12)	217	"23,905"	dprA nfnB nfsI ntr	nfsB		b0578 JW0567
P16690	PHNN_ECOLI	"Ribose 1,5-bisphosphate phosphokinase PhnN (EC 2.7.4.23) (Ribose 1,5-bisphosphokinase)"	phnN b4094 JW4055	Escherichia coli (strain K12)	185	"20,730"		phnN		b4094 JW4055
P16686	PHNH_ECOLI	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH (RPnTP synthase subunit PhnH) (EC 2.7.8.37)	phnH b4100 JW4061	Escherichia coli (strain K12)	194	"21,027"		phnH		b4100 JW4061
P08722	PTV3B_ECOLI	PTS system beta-glucoside-specific EIIBCA component (EIIBCA-Bgl) (EII-Bgl) [Includes: Beta-glucoside-specific phosphotransferase enzyme IIB component (EC 2.7.1.-) (PTS system beta-glucoside-specific EIIB component); Beta-glucoside permease IIC component (PTS system beta-glucoside-specific EIIC component); Beta-glucoside-specific phosphotransferase enzyme IIA component (PTS system beta-glucoside-specific EIIA component)]	bglF bglC bglS b3722 JW3700	Escherichia coli (strain K12)	625	"66,483"	bglC bglS	bglF		b3722 JW3700
P42905	PTPC2_ECOLI	Putative N-acetylgalactosamine permease IIC component 2 (EIIC-Aga') (PTS system N-acetylgalactosamine-specific EIIC component 2)	agaW b3134	Escherichia coli (strain K12)	133	"13,721"		agaW		b3134
P76469	RHMA_ECOLI	2-keto-3-deoxy-L-rhamnonate aldolase (KDR aldolase) (EC 4.1.2.53) (2-dehydro-3-deoxyrhamnonate aldolase) (2-keto-3-deoxy acid sugar aldolase)	rhmA yfaU b2245 JW2239	Escherichia coli (strain K12)	267	"28,916"	yfaU	rhmA		b2245 JW2239
P08394	RECB_ECOLI	RecBCD enzyme subunit RecB (EC 3.1.11.5) (Exodeoxyribonuclease V 135 kDa polypeptide) (Exodeoxyribonuclease V beta chain) (Exonuclease V subunit RecB) (ExoV subunit RecB) (Helicase/nuclease RecBCD subunit RecB)	recB ior rorA b2820 JW2788	Escherichia coli (strain K12)	1180	"133,959"	ior rorA	recB		b2820 JW2788
