Entry	Entry name	Protein names	Gene names	Organism	Length	Mass	Gene names  (synonym )	Gene names  (primary )	Gene names  (ORF )	Gene names  (ordered locus )
Q9URZ8	VATL2_SCHPO	V-type proton ATPase subunit c' (V-ATPase subunit c') (Proteolipid protein vma11) (V-type proton ATPase 16 kDa proteolipid subunit 2) (V-ATPase 16 kDa proteolipid subunit 2) (Vacuolar proton pump 16 kDa proteolipid subunit 2) (Vacuolar proton pump c' subunit)	vma11 SPAC732.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	162	"16,785"		vma11	SPAC732.01	
Q9Y821	MED4_SCHPO	Mediator of RNA polymerase II transcription subunit 4 (Mediator complex subunit 4) (RNA polymerase II mediator complex protein pmc4)	med4 pmc4 SPBC1105.06	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	239	"27,340"	pmc4	med4	SPBC1105.06	
Q9HE09	MFH2_SCHPO	Putative ATP-dependent DNA helicase fml2 (EC 3.6.4.12) (FANCM-like protein 2)	fml2 mfh2 SPAC20H4.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	783	"89,463"	mfh2	fml2	SPAC20H4.04	
Q9P7L6	METL_SCHPO	Uncharacterized methyltransferase-like protein SPBC21C3.07c (EC 2.1.1.-)	SPBC21C3.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	307	"35,836"			SPBC21C3.07c	
O75002	MOG1_SCHPO	Nuclear import protein mog1	mog1 SPCC1840.01c SPCC790.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	190	"20,885"		mog1	SPCC1840.01c SPCC790.04c	
P87054	MUG15_SCHPO	Meiotically up-regulated gene 15 protein	mug15 SPAC57A10.06	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	133	"14,646"		mug15	SPAC57A10.06	
Q9Y7P6	MUG72_SCHPO	Meiotically up-regulated gene 72 protein	mug72 SPCC1902.02 SPCC663.16c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	574	"62,847"		mug72	SPCC1902.02 SPCC663.16c	
Q9HGN4	MUG20_SCHPO	Linear element protein Mug20 (Meiotically up-regulated gene 20 protein)	mug20 SPBC36B7.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	151	"17,239"		mug20	SPBC36B7.06c	
O94275	MUG30_SCHPO	Probable E3 ubiquitin-protein ligase mug30 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase mug30) (Meiotically up-regulated gene 30 protein)	mug30 SPBP8B7.27	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	807	"93,415"		mug30	SPBP8B7.27	
Q9UTB4	MSS51_SCHPO	Protein mss51	mss51 SPAC25B8.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	378	"43,600"		mss51	SPAC25B8.04c	
O13620	MRD1_SCHPO	Multiple RNA-binding domain-containing protein 1	mrd1 pi029 SPBP22H7.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	833	"93,677"		mrd1	pi029 SPBP22H7.02c	
Q92371	NACB_SCHPO	Nascent polypeptide-associated complex subunit beta (NAC-beta) (Beta-NAC)	btf3 egd1 SPAC4F10.14c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	151	"16,202"	egd1	btf3	SPAC4F10.14c	
Q10277	MSA1_SCHPO	Multicopy suppressor of sporulation protein msa1	msa1 SPAC13G7.13c SPAC6C3.01c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	533	"59,118"		msa1	SPAC13G7.13c SPAC6C3.01c	
Q9P383	NCBP2_SCHPO	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein) (NCBP 20 kDa subunit) (CBP20)	cbc2 SPBC13A2.01c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	182	"20,798"		cbc2	SPBC13A2.01c	
O14253	NCBP1_SCHPO	Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit)	cbc1 SPAC6G10.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	780	"90,078"		cbc1	SPAC6G10.07	
Q53EK2	NSE1_SCHPO	Non-structural maintenance of chromosomes element 1 (Non-SMC element 1) (EC 2.3.2.27)	nse1 SPCC550.05	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	232	"27,052"		nse1	SPCC550.05	
O14009	NSRP1_SCHPO	Nuclear speckle splicing regulatory protein 1 homolog (Coiled-coil domain-containing protein 55 homolog)	SPAC29A4.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	355	"41,009"			SPAC29A4.06c	
P40371	PP2C1_SCHPO	Protein phosphatase 2C homolog 1 (PP2C-1) (EC 3.1.3.16)	ptc1 SPCC4F11.02	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	347	"38,676"		ptc1	SPCC4F11.02	
Q9URZ3	PUT4_SCHPO	Probable proline-specific permease put4	put4 SPAC869.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	552	"61,120"		put4	SPAC869.10c	
O14327	PAB2_SCHPO	Polyadenylate-binding protein 2 (PABP-2) (Poly(A)-binding protein 2) (Poly(A)-binding protein II) (PABII)	pab2 SPBC16E9.12c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	166	"18,461"		pab2	SPBC16E9.12c	
Q9UST1	PAN3_SCHPO	PAN2-PAN3 deadenylation complex subunit pan3 (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 3) (PAN deadenylation complex subunit 3)	ppk26 pan3 SPBC336.14c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	589	"67,267"	pan3	ppk26	SPBC336.14c	
P22192	PAC1_SCHPO	Double-strand-specific pac1 ribonuclease (EC 3.1.26.3) (Protein hcs)	pac1 hcs SPBC119.11c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	363	"41,539"	hcs	pac1	SPBC119.11c	
P78798	PEX7_SCHPO	Peroxisomal targeting signal 2 receptor (PTS2 receptor) (Peroxin-7)	pex7 SPAC17D4.01 SPAC1834.12 SPAP17D4.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	308	"34,588"		pex7	SPAC17D4.01 SPAC1834.12 SPAP17D4.01	
O94412	PGTA_SCHPO	Geranylgeranyl transferase type-2 subunit alpha (EC 2.5.1.60) (GGTase-II-alpha) (Geranylgeranyl transferase type II subunit alpha) (PGGT) (Type II protein geranyl-geranyltransferase subunit alpha)	bet4 SPCC1620.05	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	344	"41,194"		bet4	SPCC1620.05	
Q10177	PDT1_SCHPO	Manganese transporter pdt1	pdt1 SPAC27F1.08	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	521	"57,641"		pdt1	SPAC27F1.08	
P32434	PGTB1_SCHPO	Geranylgeranyl transferase type-1 subunit beta (EC 2.5.1.59) (Geranylgeranyl transferase type I subunit beta) (GGTase-I-beta) (Type I protein geranyl-geranyltransferase subunit beta) (PGGT)	cwg2 SPAC2E1P5.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	355	"40,023"		cwg2	SPAC2E1P5.04c	
P53693	RDS1_SCHPO	Protein rds1	rds1 SPAC343.12	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	402	"43,827"		rds1	SPAC343.12	
Q9P6H9	REB1_SCHPO	DNA-binding protein reb1	reb1 SPBC1198.11c SPBC660.01c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	504	"58,448"		reb1	SPBC1198.11c SPBC660.01c	
Q09823	REC10_SCHPO	Linear element protein rec10 (Meiotic recombination protein rec10)	rec10 SPAC25G10.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	791	"89,876"		rec10	SPAC25G10.04c	
Q92380	REC11_SCHPO	Meiotic recombination protein rec11	rec11 SPCC4E9.01c SPCC550.16c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	923	"107,419"		rec11	SPCC4E9.01c SPCC550.16c	
Q09150	REC14_SCHPO	Meiotic recombination protein rec14	rec14 SPBC32F12.02	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	302	"32,936"		rec14	SPBC32F12.02	
Q09094	REC15_SCHPO	Meiotic recombination protein rec15	rec15 SPBC1711.14	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	180	"20,507"		rec15	SPBC1711.14	
P40379	REC16_SCHPO	Transcriptional activator protein rec16 (Zinc finger protein rep1)	rec16 rep1 SPBC2D10.06	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	472	"52,618"	rep1	rec16	SPBC2D10.06	
Q9UUJ4	REC24_SCHPO	Meiotic recombination protein rec24 (Meiotically up-regulated gene 6 protein)	rec24 mug6 SPAC1952.15c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	350	"40,259"	mug6	rec24	SPAC1952.15c	
Q9C115	REC25_SCHPO	Linear element protein rec25 (Meiotic recombination protein rec25) (Meiotically up-regulated gene 19 protein)	rec25 mug19 SPAC17A5.18c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	150	"17,096"	mug19	rec25	SPAC17A5.18c	
Q9USR4	REC27_SCHPO	Linear element protein rec27 (Meiotic recombination protein rec27) (Meiotically up-regulated gene 41 protein)	rec27 mug41 SPBC577.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	125	"14,843"	mug41	rec27	SPBC577.05c	
P36625	REC7_SCHPO	Meiotic recombination protein rec7	rec7 SPCC1753.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	339	"38,285"		rec7	SPCC1753.03c	
P36626	REC8_SCHPO	Meiotic recombination protein rec8 (Cohesin rec8)	rec8 SPBC29A10.14	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	561	"64,011"		rec8	SPBC29A10.14	
Q09772	RDH54_SCHPO	Meiotic recombination protein rdh54 (EC 3.6.4.12) (ATP-dependent helicase rdh54) (Meiotically up-regulated gene 34 protein) (RAD54 protein homolog 2)	rdh54 mug34 tid1 SPAC22F3.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	811	"92,965"	mug34 tid1	rdh54	SPAC22F3.03c	
O13800	RDL1_SCHPO	DNA repair protein rdl1 (RAD51D-like protein 1)	rdl1 SPAC17H9.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	230	"26,023"		rdl1	SPAC17H9.03c	
Q10215	RDL_SCHPO	"Putative thiosulfate sulfurtransferase, mitochondrial (EC 2.8.1.1) (Rhodanese-like protein)"	SPAC4H3.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	142	"16,185"			SPAC4H3.07c	
O13862	RDP1L_SCHPO	Transcriptional activator protein rdp1 (Rhp51-DRE-binding protein 1)	rdp1 SPAC1B1.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	478	"51,766"		rdp1	SPAC1B1.01	
O14227	RDP1_SCHPO	RNA-dependent RNA polymerase 1 (Protein rdp1) (EC 2.7.7.48)	rdp1 csp7 rdr1 SPAC6F12.09	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1215	"139,478"	csp7 rdr1	rdp1	SPAC6F12.09	
O13959	RBX1_SCHPO	RING-box protein pip1 (RING-box protein 1) (Pop-interacting protein 1)	pip1 SPAC23H4.18c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	107	"12,724"		pip1	SPAC23H4.18c	
P40377	MCM2_SCHPO	DNA replication licensing factor mcm2 (EC 3.6.4.12) (Cell division control protein 19) (Minichromosome maintenance protein 2)	mcm2 cdc19 nda1 SPBC4.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	830	"92,831"	cdc19 nda1	mcm2	SPBC4.04c	
Q07538	PRP4_SCHPO	Serine/threonine-protein kinase prp4 (EC 2.7.11.1)	prp4 SPCC777.14	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	477	"55,222"		prp4	SPCC777.14	
P78854	PLB1_SCHPO	Lysophospholipase 1 (EC 3.1.1.5) (Phospholipase B 1)	plb1 SPAC1A6.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	613	"67,119"		plb1	SPAC1A6.04c	
P40372	RL3A_SCHPO	60S ribosomal protein L3-A	rpl301 rpl3a SPAC17A5.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	388	"43,803"	rpl3a	rpl301	SPAC17A5.03	
P36584	RL3B_SCHPO	60S ribosomal protein L3-B	rpl302 rpl3b SPAPB8E5.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	388	"43,817"	rpl3b	rpl302	SPAPB8E5.06c	
Q92373	RFA2_SCHPO	Replication factor A protein 2 (Single-stranded DNA-binding protein P30 subunit)	ssb2 SPCC1753.01c SPCC584.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	279	"30,391"		ssb2	SPCC1753.01c SPCC584.06c	
P87241	RIB2_SCHPO	Diaminohydroxyphosphoribosylamino-pyrimidine deaminase (DRAP deaminase) (EC 3.5.4.26) (Riboflavin-specific deaminase)	rib2 SPCC4G3.16	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	405	"45,605"		rib2	SPCC4G3.16	
O60181	RIB3_SCHPO	"3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)"	SPBC23E6.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	204	"22,564"			SPBC23E6.06c	
O59794	RL17B_SCHPO	60S ribosomal protein L17-B	rpl1702 rpl17 rpl17b SPCC364.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	187	"20,827"	rpl17 rpl17b	rpl1702	SPCC364.03	
P79015	RL32A_SCHPO	60S ribosomal protein L32-A	rpl3202 rpl32a SPAC3H5.10	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	127	"14,458"	rpl32a	rpl3202	SPAC3H5.10	
P0CH07	RL402_SCHPO	Ubiquitin-60S ribosomal protein L40 [Cleaved into: Ubiquitin; 60S ribosomal protein L40 (CEP52)]	uep1 ubi2 SPAC1805.12c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	128	"14,595"	ubi2	uep1	SPAC1805.12c	
O14181	RM28_SCHPO	"54S ribosomal protein L28, mitochondrial"	mrpl28 SPAC4F8.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	118	"13,793"		mrpl28	SPAC4F8.05c	
Q9USW5	RS4B_SCHPO	40S ribosomal protein S4-B	rps402 rps4b SPBC21B10.10	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	262	"29,659"	rps4b	rps402	SPBC21B10.10	
O13601	RSP1_SCHPO	DnaJ-related protein rsp1	rsp1 pi006 SPBC11B10.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	494	"56,289"		rsp1	pi006 SPBC11B10.05c	
O74462	TAF6_SCHPO	Transcription initiation factor TFIID subunit 6 (TBP-associated factor 50 kDa) (TAFII-50) (TAFII50) (TBP-associated factor 6)	taf6 taf50 SPCC16C4.18c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	452	"50,273"	taf50	taf6	SPCC16C4.18c	
O74319	TAF73_SCHPO	Transcription initiation factor TFIID subunit taf73 (Transcription initiation factor TFIID 73 kDa subunit) (TAFII-73)	taf73 SPBC15D4.14	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	642	"72,251"		taf73	SPBC15D4.14	
O74781	SYRC_SCHPO	"Probable arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)"	mrs1 rrs1 SPBC25B2.09c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	618	"70,689"	rrs1	mrs1	SPBC25B2.09c	
O13701	TAF7_SCHPO	Transcription initiation factor TFIID subunit 7 (Transcription initiation factor TFIID 55 kDa subunit) (TAFII-55)	taf7 ptr6 SPAC13F5.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	393	"45,000"	ptr6	taf7	SPAC13F5.02c	
O94706	TAF8_SCHPO	Transcription initiation factor TFIID subunit 8 (TBP-associated factor 8)	taf8 SPCC1259.06	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	222	"25,004"		taf8	SPCC1259.06	
Q09869	TAF9_SCHPO	Transcription initiation factor TFIID subunit 9 (TBP-associated factor 9)	taf9 SPAC12G12.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	163	"18,448"		taf9	SPAC12G12.05c	
O14055	SYYC_SCHPO	"Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)"	tys1 SPCC1672.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	401	"44,576"		tys1	SPCC1672.05c	
O74890	SYYM_SCHPO	"Tyrosine--tRNA ligase, mitochondrial (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)"	msy1 SPCC576.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	445	"49,498"		msy1	SPCC576.06c	
P87144	SYTC_SCHPO	"Threonine--tRNA ligase, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)"	ths1 SPBC25H2.02	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	703	"80,138"		ths1	SPBC25H2.02	
O43059	SYP1_SCHPO	Cytoskeletal protein syp1	syp1 SPBC4C3.06	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	818	"90,757"		syp1	SPBC4C3.06	
O13969	SYTM_SCHPO	"Probable threonine--tRNA ligase, mitochondrial (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)"	SPAC24C9.09	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	474	"55,043"			SPAC24C9.09	
O74765	SYPM_SCHPO	"Probable proline--tRNA ligase, mitochondrial (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)"	SPBC24C6.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	425	"47,932"			SPBC24C6.03	
O74948	T2AG_SCHPO	Transcription initiation factor IIA subunit 2 (General transcription factor IIA subunit 2) (Transcription initiation factor IIA small chain)	toa2 SPCC553.11c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	109	"12,584"		toa2	SPCC553.11c	
P87236	MU154_SCHPO	Meiotically up-regulated gene 154 protein	mug154 SPCC4G3.11	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	316	"37,138"		mug154	SPCC4G3.11	
O74839	MSY1_SCHPO	Mechanosensitive ion channel protein Msy1	msy1 SPCC1183.11 SPCC31H12.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1011	"114,270"		msy1	SPCC1183.11 SPCC31H12.01	
Q10256	MUD1_SCHPO	UBA domain-containing protein Mud1 (EC 3.4.23.-) (DNA-damage-inducible protein DDI1 homolog) (UBA domain-containing protein 1)	mud1 ddi1 ucp1 SPAC56F8.08	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	332	"35,870"	ddi1 ucp1	mud1	SPAC56F8.08	
O14138	NDUF7_SCHPO	"Protein arginine methyltransferase NDUFAF7 homolog, mitochondrial (EC 2.1.1.320) (NADH dehydrogenase [ubiquinone] complex I, assembly factor 7 homolog) (Protein midA homolog)"	SPAC25A8.03c SPAC3C7.15c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	467	"54,568"			SPAC25A8.03c SPAC3C7.15c	
O94716	NKP1_SCHPO	Inner kinetochore subunit fta4 (Constitutive centromere-associated network protein fta4) (Sim4 complex subunit fta4) (Sim4-mal2-associated protein 4)	fta4 sma4 SPCC1393.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	233	"27,149"	sma4	fta4	SPCC1393.04	
O74351	NFS1_SCHPO	"Probable cysteine desulfurase, mitochondrial (EC 2.8.1.7)"	SPBC21D10.11c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	501	"55,543"			SPBC21D10.11c	
Q92344	PFL8_SCHPO	Putative cell agglutination protein pfl8 (Adhesin pfl8) (Pombe flocculin 8) (Sim4-mal2-associated protein 5)	pfl8 fta5 sma5 SPAC1F8.06	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	385	"41,001"	fta5 sma5	pfl8	SPAC1F8.06	
O94385	PO152_SCHPO	Nucleoporin pom152	pom152 SPBC29A10.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1250	"139,585"		pom152	SPBC29A10.07	
O94326	PIR2_SCHPO	NURS complex subunit pir2	pir2 ars2 SPBC725.08	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	609	"70,865"	ars2	pir2	SPBC725.08	
O14111	PSD3_SCHPO	Phosphatidylserine decarboxylase proenzyme 3 (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase 3 beta chain; Phosphatidylserine decarboxylase 3 alpha chain]	psd3 SPAC31G5.15	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	967	"108,213"		psd3	SPAC31G5.15	
O59721	PUS4_SCHPO	tRNA pseudouridine synthase 4 (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase 4) (tRNA-uridine isomerase 4)	SPBC11C11.10 SPBC3B8.13c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	407	"45,166"			SPBC11C11.10 SPBC3B8.13c	
Q10364	SCK2_SCHPO	Serine/threonine-protein kinase sck2 (EC 2.7.11.1)	sck2 SPAC22E12.14c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	646	"71,899"		sck2	SPAC22E12.14c	
Q9P7K6	SDO1L_SCHPO	SDO1-like protein C21C3.19	SPBC21C3.19	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	106	"11,892"			SPBC21C3.19	
O13797	SGT2_SCHPO	Small glutamine-rich tetratricopeptide repeat-containing protein 2	sgt2 SPAC1142.02c SPAC17G6.19c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	317	"34,002"		sgt2	SPAC1142.02c SPAC17G6.19c	
O60126	TOP3_SCHPO	DNA topoisomerase 3 (EC 5.6.2.1) (DNA topoisomerase III)	top3 SPBC16G5.12c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	622	"71,169"		top3	SPBC16G5.12c	
Q9P6K1	SFT2_SCHPO	Protein transport protein sft2	sft2 SPAC1527.02	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	201	"22,649"		sft2	SPAC1527.02	
O94421	SNF22_SCHPO	SWI/SNF chromatin-remodeling complex subunit snf22 (EC 3.6.4.-) (ATP-dependent helicase snf22) (SWI/SNF complex subunit snf22)	snf22 SPCC1620.14c SPCC830.01c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1680	"189,913"		snf22	SPCC1620.14c SPCC830.01c	
Q9P7S6	SNF30_SCHPO	SWI/SNF chromatin-remodeling complex subunit snf30 (SWI/SNF complex subunit snf30)	snf30 SPAC23G3.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	274	"30,423"		snf30	SPAC23G3.07c	
Q9P6M0	SLX4_SCHPO	Structure-specific endonuclease subunit slx4 (Synthetic lethal of unknown function protein 4)	slx4 SPAC688.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	419	"47,765"		slx4	SPAC688.06c	
O59729	SLPI_SCHPO	Uncharacterized protein slp1 (SUN-like protein 1)	SPBC3E7.09	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	659	"74,072"			SPBC3E7.09	
Q9P7F7	SNF7_SCHPO	Vacuolar-sorting protein snf7 (Vacuolar protein-sorting-associated protein 32)	snf7 vps32 SPAC1142.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	222	"25,302"	vps32	snf7	SPAC1142.07c	
Q9C0Z3	SLX9_SCHPO	Ribosome biogenesis protein slx9	slx9 SPAPB21F2.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	172	"19,328"		slx9	SPAPB21F2.03	
O60072	SLH1_SCHPO	RQC trigger complex helicase slh1 (Meiotically up-regulated gene 81 protein) (Putative helicase mug81) (EC 3.6.4.13)	slh1 mug81 SPBC13G1.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1935	"218,565"	mug81	slh1	SPBC13G1.10c	
Q10088	SPEB1_SCHPO	Putative agmatinase 1 (EC 3.5.3.11) (Agmatine ureohydrolase 1) (AUH 1)	SPAC11D3.09	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	394	"42,879"			SPAC11D3.09	
O60156	SEN34_SCHPO	Probable tRNA-splicing endonuclease subunit sen34 (EC 4.6.1.16) (tRNA-intron endonuclease sen34)	sen34 SPBC19C7.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	284	"32,808"		sen34	SPBC19C7.07c	
P40387	TPS1_SCHPO	"Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15) (Trehalose-6-phosphate synthase) (UDP-glucose-glucosephosphate glucosyltransferase)"	tps1 SPAC328.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	513	"58,493"		tps1	SPAC328.03	
Q02088	TPM_SCHPO	Tropomyosin	cdc8 SPAC27F1.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	161	"18,964"		cdc8	SPAC27F1.02c	
O14145	TPS2_SCHPO	Trehalose-phosphatase (EC 3.1.3.12) (Trehalose synthase complex catalytic subunit tps2) (Trehalose-6-phosphate phosphatase) (TPP)	tps2 SPAC3G6.09c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	849	"96,341"		tps2	SPAC3G6.09c	
P79065	TIP1_SCHPO	Tip elongation protein 1 (Protein noc1)	tip1 noc1 SPAC3C7.12	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	461	"52,607"	noc1	tip1	SPAC3C7.12	
Q9C0W8	TIP20_SCHPO	Protein transport protein tip20	tip20 pi034 SPBC691.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	678	"79,407"		tip20	pi034 SPBC691.02c	
P78875	TPP1_SCHPO	Trehalose-phosphatase (EC 3.1.3.12) (Trehalose-6-phosphate phosphatase) (TPP)	tpp1 SPAC19G12.15c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	817	"93,878"		tpp1	SPAC19G12.15c	
