DBID	Systematic_name	Organism	Standard_name	Gene_name	Abundance_median	Abundance_SD	Molecular_weight
S000000327	YBR123C	S. cerevisiae	TFC1	Transcription Factor class C	2691	854	73535.1
S000000328	YBR124W	S. cerevisiae					13222.6
S000000329	YBR125C	S. cerevisiae	PTC4	Phosphatase Two C	998	756	44175.2
S000000330	YBR126C	S. cerevisiae	TPS1	Trehalose-6-Phosphate Synthase	20541	7422	56136.2
S000000331	YBR127C	S. cerevisiae	VMA2	Vacuolar Membrane Atpase	37171	10094	57728.7
S000000332	YBR128C	S. cerevisiae	ATG14	AuTophaGy related	15173		40469.3
S000000333	YBR129C	S. cerevisiae	OPY1	Overproduction-induced Pheromone-resistant Yeast	2423	622	37742.1
S000000334	YBR130C	S. cerevisiae	SHE3	Swi5p-dependent HO Expression	3826	1506	47421.4
S000000335	YBR131W	S. cerevisiae	CCZ1	Calcium Caffeine Zinc sensitivity	1101	916	80710.9
S000000336	YBR132C	S. cerevisiae	AGP2	high-Affinity Glutamine Permease	1923	1770	67261.4
S000000337	YBR133C	S. cerevisiae	HSL7	Histone Synthetic Lethal	1877	697	95139.2
S000000338	YBR134W	S. cerevisiae					15530.1
S000000339	YBR135W	S. cerevisiae	CKS1	Cdc28 Kinase Subunit	3441	1094	17789.9
S000000340	YBR136W	S. cerevisiae	MEC1	Mitosis Entry Checkpoint	224	204	273363.7
S000000341	YBR137W	S. cerevisiae			2402	1417	20448.4
S000000342	YBR138C	S. cerevisiae			366	171	60471.7
S000000343	YBR139W	S. cerevisiae	ATG42	AuTophaGy	4606	2497	57621.4
S000000344	YBR140C	S. cerevisiae	IRA1	Inhibitory Regulator of the RAS-cAMP pathway	1512	866	350948.8
S000000345	YBR141C	S. cerevisiae	BMT2	Base MethylTransferase of 25S RNA	623	490	38573.4
S000000346	YBR142W	S. cerevisiae	MAK5	MAintenance of Killer	4357	2217	87054.1
S000000347	YBR143C	S. cerevisiae	SUP45	SUPpressor	36685	5922	48988.8
S000000348	YBR144C	S. cerevisiae					12321.4
S000000349	YBR145W	S. cerevisiae	ADH5	Alcohol DeHydrogenase	5578	3830	37642.5
S000000350	YBR146W	S. cerevisiae	MRPS9	"Mitochondrial Ribosomal Protein, Small subunit"	4221	1457	31952.8
S000000351	YBR147W	S. cerevisiae	RTC2	Restriction of Telomere Capping	1443		33493.8
S000000352	YBR148W	S. cerevisiae	YSW1				70173.4
S000000353	YBR149W	S. cerevisiae	ARA1	D-ARAbinose dehydrogenase	14493	7743	38874.8
S000000354	YBR150C	S. cerevisiae	TBS1	ThiaBendazole Sensitive	779	483	126862.6
S000000355	YBR151W	S. cerevisiae	APD1	Actin Patches Distal	4289	1269	35758.2
S000000356	YBR152W	S. cerevisiae	SPP381	Suppressor of PrP38-1	2525	944	33764.3
S000000357	YBR153W	S. cerevisiae	RIB7	RIBoflavin biosynthesis	984	278	27114.5
S000000358	YBR154C	S. cerevisiae	RPB5	RNA Polymerase B	10743	2501	25085.4
S000000359	YBR155W	S. cerevisiae	CNS1	CyclophiliN Seven suppressor	4303	1445	44107.9
S000000360	YBR156C	S. cerevisiae	SLI15	Synthetically Lethal with Ipl1	302	135	79233.1
S000000361	YBR157C	S. cerevisiae	ICS2	Increased Copper Sensitivity	1356	187	28781.3
S000000362	YBR158W	S. cerevisiae	AMN1	Antagonist of Mitotic exit Network	1682	848	62703.2
S000000363	YBR159W	S. cerevisiae	IFA38		9586	2570	38722.7
S000000364	YBR160W	S. cerevisiae	CDC28	Cell Division Cycle	6670	1539	34064.8
S000000365	YBR161W	S. cerevisiae	CSH1	CSG1/SUR1 Homolog	1300	1105	44393.4
S000000366	YBR162C	S. cerevisiae	TOS1	Target Of Sbf	5693	2956	47968.8
S000000367	YBR163W	S. cerevisiae	EXO5	EXOnuclease V	1680	747	67567.3
S000000368	YBR164C	S. cerevisiae	ARL1	ADP-Ribosylation factor-Like	6077	1217	20427.5
S000000369	YBR165W	S. cerevisiae	UBS1	UBiquitin-conjugating enzyme Suppressor			32202.9
S000000370	YBR166C	S. cerevisiae	TYR1	TYRosine	3737	719	50917.7
S000000371	YBR167C	S. cerevisiae	POP7	Processing Of Precursor RNAs	1631	613	15820.5
S000000372	YBR168W	S. cerevisiae	PEX32	PEroXisome related	598	588	48584.9
S000000373	YBR169C	S. cerevisiae	SSE2	Stress Seventy subfamily E	6616	2851	77607.4
S000000374	YBR170C	S. cerevisiae	NPL4	Nuclear Protein Localization	4566	1167	65763.8
S000000375	YBR171W	S. cerevisiae	SEC66	SECretory	7309	1090	24231.2
S000000376	YBR172C	S. cerevisiae	SMY2	Suppressor of MYo2-66	3877	1113	81404.9
S000000377	YBR173C	S. cerevisiae	UMP1	Ubiquitin-Mediated Proteolysis	2054	502	16754
S000000378	YBR174C	S. cerevisiae					11456.4
S000000379	YBR175W	S. cerevisiae	SWD3	"Set1c, WD40 repeat protein"	1127	201	34745.1
S000000380	YBR176W	S. cerevisiae	ECM31	ExtraCellular Mutant	2680	1282	34468.3
S000000381	YBR177C	S. cerevisiae	EHT1	Ethanol Hexanoyl Transferase	6878	2839	51256.7
S000000382	YBR178W	S. cerevisiae					14451.3
S000000383	YBR179C	S. cerevisiae	FZO1	FuZzy Onions homolog	1772	495	97804.9
S000000384	YBR180W	S. cerevisiae	DTR1	DiTyRosine			63416.4
S000000385	YBR181C	S. cerevisiae	RPS6B	Ribosomal Protein of the Small subunit	20840	17462	27023.9
S000000386	YBR182C	S. cerevisiae	SMP1	Second MEF2-like Protein 1	2061	596	49430.2
S000000387	YBR183W	S. cerevisiae	YPC1	Yeast Phyto-Ceramidase	751	165	36422.9
S000000388	YBR184W	S. cerevisiae			528		60654.7
S000000389	YBR185C	S. cerevisiae	MBA1	Multi-copy Bypass of AFG3	2562	947	31827.6
S000000390	YBR186W	S. cerevisiae	PCH2	Pachytene CHeckpoint			63450
S000000391	YBR187W	S. cerevisiae	GDT1	Gcr1 Dependent Translation factor	1978	937	30333.8
S000000392	YBR188C	S. cerevisiae	NTC20	Prp19p (NineTeen)-associated Complex	2015	517	15969.1
S000000393	YBR189W	S. cerevisiae	RPS9B	Ribosomal Protein of the Small subunit	70257	56063	22313.1
S000000394	YBR190W	S. cerevisiae					11036.8
S000000395	YBR191W	S. cerevisiae	RPL21A	Ribosomal Protein of the Large subunit	63797	29288	18262.6
S000000396	YBR192W	S. cerevisiae	RIM2	Replication In Mitochondria	1423	993	42120.2
S000000397	YBR193C	S. cerevisiae	MED8	MEDiator complex	2661	1481	25261.5
S000000398	YBR194W	S. cerevisiae	AIM4	Altered Inheritance rate of Mitochondria	1494	534	14245.3
S000000399	YBR195C	S. cerevisiae	MSI1	Multicopy Suppressor of IRA1	2018	1195	47346.1
S000000400	YBR196C	S. cerevisiae	PGI1	PhosphoGlucoIsomerase	158738	89784	61289.6
S000000401	YBR197C	S. cerevisiae			1360	843	24207.5
S000000402	YBR198C	S. cerevisiae	TAF5	TATA binding protein-Associated Factor	5459	1174	88967.7
S000000403	YBR199W	S. cerevisiae	KTR4	Kre Two Related	5094	1526	54525.2
S000000404	YBR200W	S. cerevisiae	BEM1	Bud EMergence	3046	934	61612
S000000405	YBR201W	S. cerevisiae	DER1	Degradation in the Endoplasmic Reticulum	522	375	24393
S000000406	YBR202W	S. cerevisiae	MCM7	MiniChromosome Maintenance	4165	1385	94921.1
S000000407	YBR203W	S. cerevisiae	COS111	Ciclopirox Olamine Sensitive	174		104661.6
S000000408	YBR204C	S. cerevisiae	LDH1	Lipid Droplet Hydrolase	1629	566	43282.2
S000000409	YBR205W	S. cerevisiae	KTR3	Kre Two Related	2373	1669	47490.8
S000000410	YBR206W	S. cerevisiae					11842.7
S000000411	YBR207W	S. cerevisiae	FTH1	FTR1 Homolog	4267	3155	51412.3
S000000412	YBR208C	S. cerevisiae	DUR12	Degradation of URea	5678	2124	201800.7
S000000413	YBR209W	S. cerevisiae					12140.4
S000000414	YBR210W	S. cerevisiae	ERV15	ER Vesicle Protein	825	452	16349.5
S000000415	YBR211C	S. cerevisiae	AME1	Associated with Microtubules and Essential	1545	1315	37444.1
S000000416	YBR212W	S. cerevisiae	NGR1	Negative Growth Regulatory protein	3267	773	75026.8
S000000417	YBR213W	S. cerevisiae	MET8	METhionine requiring	2123	690	31914.1
S000000418	YBR214W	S. cerevisiae	SDS24	homolog of S. pombe SDS23	5164	1962	57195.9
S000000419	YBR215W	S. cerevisiae	HPC2	Histone Periodic Control	1518	754	67790.3
S000000420	YBR216C	S. cerevisiae	YBP1	Yap1-Binding Protein	2445	574	77730.1
S000000421	YBR217W	S. cerevisiae	ATG12	AuTophaGy related			21105
S000000422	YBR218C	S. cerevisiae	PYC2	PYruvate Carboxylase	17354	6028	130152
S000000423	YBR219C	S. cerevisiae			1703		14795.6
S000000424	YBR220C	S. cerevisiae			1020	253	63026.3
S000000425	YBR221C	S. cerevisiae	PDB1	Pyruvate Dehydrogenase Beta subunit	14403	8269	40044.9
S000000426	YBR222C	S. cerevisiae	PCS60	Peroxisomal CoA-dependent Synthetase	6256	2321	60502.3
S000000427	YBR223C	S. cerevisiae	TDP1	Tyrosyl-DNA Phosphodiesterase	1095	1019	62338.9
S000000428	YBR224W	S. cerevisiae					19332.2
S000000429	YBR225W	S. cerevisiae			1704	601	101241.5
S000000430	YBR226C	S. cerevisiae					15810.9
S000000431	YBR227C	S. cerevisiae	MCX1	Mitochondrial ClpX	3563	1879	57947.2
S000000432	YBR228W	S. cerevisiae	SLX1	Synthetic Lethal of unknown (X) function	1150		35869.2
S000000433	YBR229C	S. cerevisiae	ROT2	Reversal Of Tor2 lethality	2719	1520	110240.7
S000000434	YBR230C	S. cerevisiae	OM14	Outer Membrane Protein of 14 kDa	5921	1336	14614.9
S000000435	YBR231C	S. cerevisiae	SWC5	SWr Complex	1754	474	34330
S000000436	YBR232C	S. cerevisiae					12742.7
S000000437	YBR233W	S. cerevisiae	PBP2	Pbp1p Binding Protein	1476	248	45782.7
S000000438	YBR234C	S. cerevisiae	ARC40	ARp2/3 Complex subunit	7898	3767	42473.4
S000000439	YBR235W	S. cerevisiae	VHC1	Vacuolar protein Homologous to CCC family	1063	563	124011.8
S000000440	YBR236C	S. cerevisiae	ABD1		3123	1114	50343.5
S000000441	YBR237W	S. cerevisiae	PRP5	Pre-mRNA Processing	1034	957	96364.1
S000000442	YBR238C	S. cerevisiae			1748	697	83760.2
S000000443	YBR239C	S. cerevisiae	ERT1	Ethanol Regulated Transcription factor	713	628	60321.9
S000000444	YBR240C	S. cerevisiae	THI2	THIamine metabolism	1226		51835.4
S000000445	YBR241C	S. cerevisiae	VVS1	Vacuolar protein Vital for Stress response	2592	1578	53525.4
S000000446	YBR242W	S. cerevisiae			2636	949	27575.9
S000000447	YBR243C	S. cerevisiae	ALG7	Asparagine-Linked Glycosylation	599	480	50374.4
S000000448	YBR244W	S. cerevisiae	GPX2	Glutathione PeroXidase	6871	3715	18410.3
S000000449	YBR245C	S. cerevisiae	ISW1	Imitation SWitch subfamily	3806	1889	131093.2
S000000450	YBR246W	S. cerevisiae	RRT2	Regulator of rDNA Transcription	1883	613	43294.5
S000000451	YBR247C	S. cerevisiae	ENP1	Essential Nuclear Protein	6372	1748	55107.9
S000000452	YBR248C	S. cerevisiae	HIS7	HIStidine requiring	16055	4473	61054.6
S000000453	YBR249C	S. cerevisiae	ARO4	AROmatic amino acid requiring	26665	6475	39747.7
S000000454	YBR250W	S. cerevisiae	SPO23	SPOrulation	907		59919.8
S000000455	YBR251W	S. cerevisiae	MRPS5	"Mitochondrial Ribosomal Protein, Small subunit"	3121	1327	34898.6
S000000456	YBR252W	S. cerevisiae	DUT1	DUTp pyrophosphatase	5173	1563	15307.5
S000000457	YBR253W	S. cerevisiae	SRB6	Suppressor of RNA polymerase B	3080	1054	13854.9
S000000458	YBR254C	S. cerevisiae	TRS20	TRapp Subunit	2053	922	19699.4
S000000459	YBR255W	S. cerevisiae	MTC4	Maintenance of Telomere Capping	776	473	79054.3
S000000460	YBR256C	S. cerevisiae	RIB5	RIBoflavin biosynthesis	6943	1627	26188
S000000461	YBR257W	S. cerevisiae	POP4	Processing Of Precursor RNAs	1878	414	32894.6
S000000462	YBR258C	S. cerevisiae	SHG1	"Set1c, Hypothetical G"	2411	891	16423.5
S000000463	YBR259W	S. cerevisiae			1951	1743	80439.2
S000000464	YBR260C	S. cerevisiae	RGD1	Related GAP Domain	3484	1296	74624
S000000465	YBR261C	S. cerevisiae	TAE1	Translation Associated Element	3594	1316	26059
S000000466	YBR262C	S. cerevisiae	MIC12	MItochondrial contact site and Cristae organizing system	3234	713	12389
S000000467	YBR263W	S. cerevisiae	SHM1	Serine HydroxyMethyltransferase	12340	8073	53693
S000000468	YBR264C	S. cerevisiae	YPT10	Yeast Protein Two	1792	780	21834.3
S000000469	YBR265W	S. cerevisiae	TSC10	Temperature-sensitive Suppressors of Csg2 mutants	2283	549	35968.9
S000000470	YBR266C	S. cerevisiae	SLM6	Synthetic Lethal with Mss4			16031.6
S000000471	YBR267W	S. cerevisiae	REI1	REquired for Isotropic bud growth	4511	1397	45854
S000000472	YBR268W	S. cerevisiae	MRPL37	"Mitochondrial Ribosomal Protein, Large subunit"	2780	1264	11955.9
S000000473	YBR269C	S. cerevisiae	SDH8	Succinate DeHydrogenase	3266	941	15505.6
S000000474	YBR270C	S. cerevisiae	BIT2	Binding partner of Tor2p	572	556	61224.3
S000000475	YBR271W	S. cerevisiae	EFM2	Elongation Factor Methyltransferase	1226	801	47954
S000000476	YBR272C	S. cerevisiae	HSM3	enHanced Spontaneous Mutability	2276	819	55517
S000000477	YBR273C	S. cerevisiae	UBX7	UBiquitin regulatory X	3378	1203	50022.4
S000000478	YBR274W	S. cerevisiae	CHK1	CHeckpoint Kinase	748	288	60008.3
S000000479	YBR275C	S. cerevisiae	RIF1	RAP1-Interacting Factor	1315	375	217911.8
S000000480	YBR276C	S. cerevisiae	PPS1	Protein Phosphatase S phase	542	457	91682
S000000481	YBR277C	S. cerevisiae					14654.1
S000000482	YBR278W	S. cerevisiae	DPB3	DNA Polymerase B (II) subunit	1024	689	22643.1
S000000483	YBR279W	S. cerevisiae	PAF1	RNA Polymerase II Associated Factor	5232	1675	51771.2
S000000484	YBR280C	S. cerevisiae	SAF1	SCF Associated Factor	1415	369	70484.2
S000000485	YBR281C	S. cerevisiae	DUG2	Deficient in Utilization of Glutathione	3136	1641	98046.5
S000000486	YBR282W	S. cerevisiae	MRPL27	"Mitochondrial Ribosomal Protein, Large subunit"	2302	433	16509.4
S000000487	YBR283C	S. cerevisiae	SSH1	Sec Sixty-one Homolog	8385	5046	53314.1
S000000488	YBR284W	S. cerevisiae					92895.7
S000000489	YBR285W	S. cerevisiae			1276		16811
S000000490	YBR286W	S. cerevisiae	APE3	AminoPEptidase	20329	6747	60114.7
S000000491	YBR287W	S. cerevisiae			2475	909	47493.6
S000000492	YBR288C	S. cerevisiae	APM3	clathrin Adaptor Protein complex Medium chain	2447	923	54832.8
S000000493	YBR289W	S. cerevisiae	SNF5	Sucrose NonFermenting	1956	832	102547
S000000494	YBR290W	S. cerevisiae	BSD2	Bypass Sod1p Defects	2139	853	35742.8
S000000495	YBR291C	S. cerevisiae	CTP1	Citrate Transport Protein	2068	1340	32187.7
S000000496	YBR292C	S. cerevisiae					14429.2
S000000497	YBR293W	S. cerevisiae	VBA2	Vacuolar Basic Amino acid transporter	8712		51697.6
S000000498	YBR294W	S. cerevisiae	SUL1	SULfate	711	486	95946.6
S000000499	YBR295W	S. cerevisiae	PCA1	P-type Cation-transporting ATPase	1522	1454	131878.8
S000000500	YBR296C	S. cerevisiae	PHO89	PHOsphate metabolism	2160	1943	62649.9
S000000501	YBR297W	S. cerevisiae	MAL33	MALtose	19		54195.2
S000000502	YBR298C	S. cerevisiae	MAL31	MALtose fermentation			68258.5
S000000503	YBR299W	S. cerevisiae	MAL32	MALtose	1140	1127	68126.7
S000000504	YBR300C	S. cerevisiae					18892.3
S000000505	YBR301W	S. cerevisiae	PAU24	seriPAUperin family			12844.7
S000000506	YBR302C	S. cerevisiae	COS2	COnserved Sequence	1009	932	45172.4
S000000507	YCL001W	S. cerevisiae	RER1	Retention in the Endoplasmic Reticulum	2957	897	22272.4
S000000508	YCL002C	S. cerevisiae					30211.5
S000000510	YCL004W	S. cerevisiae	PGS1	PhosphatidylGlycerolphosphate Synthase	313	305	59398
S000000511	YCL005W	S. cerevisiae	LDB16	Low Dye Binding	1467	1318	29025.9
S000000513	YCL007C	S. cerevisiae					15487.5
S000000514	YCL008C	S. cerevisiae	STP22	STerile Pseudoreversion	1129	451	43315.7
S000000515	YCL009C	S. cerevisiae	ILV6	IsoLeucine Valine	11365	4965	33982.2
S000000516	YCL010C	S. cerevisiae	SGF29	SaGa associated Factor	2177	593	29375.4
S000000517	YCL011C	S. cerevisiae	GBP2	G-strand Binding Protein	3171	1870	48725.5
S000000520	YCL014W	S. cerevisiae	BUD3	BUD site selection	2207	1457	184697.4
S000000521	YCL016C	S. cerevisiae	DCC1	Defective in sister Chromatid Cohesion	1608	235	44068.2
S000000522	YCL017C	S. cerevisiae	NFS1	NiFS-like	7365	3434	54470.8
S000000523	YCL018W	S. cerevisiae	LEU2	LEUcine biosynthesis	12295	11982	38946.2
S000000527	YCL022C	S. cerevisiae					18908.1
S000000528	YCL023C	S. cerevisiae					13545.6
S000000529	YCL024W	S. cerevisiae	KCC4		1755	605	116485.1
S000000530	YCL025C	S. cerevisiae	AGP1	high-Affinity Glutamine Permease	4012	3797	69669
S000000532	YCL027W	S. cerevisiae	FUS1	cell FUSion	2383		57793.2
S000000533	YCL028W	S. cerevisiae	RNQ1	Rich in asparagine (N) and glutamine (Q)	6120	2609	42577.4
S000000534	YCL029C	S. cerevisiae	BIK1	BIlateral Karyogamy defect	1830	1007	51078.6
S000000535	YCL030C	S. cerevisiae	HIS4	HIStidine requiring	34046	23981	87696.9
S000000536	YCL031C	S. cerevisiae	RRP7	Ribosomal RNA Processing	5786	1034	34476.8
S000000537	YCL032W	S. cerevisiae	STE50	STErile	2094	800	38961.2
S000000538	YCL033C	S. cerevisiae	MXR2	peptide Methionine sulfoXide Reductase	2728	1393	19287.4
S000000539	YCL034W	S. cerevisiae	LSB5	Las Seventeen Binding protein	3709	1672	39863.5
S000000540	YCL035C	S. cerevisiae	GRX1	GlutaRedoXin	13770	4650	12374.3
S000000541	YCL036W	S. cerevisiae	GFD2	Great for Full DEAD box protein activity	704	557	64924.2
S000000542	YCL037C	S. cerevisiae	SRO9	Suppressor of rho3	26393	9666	48064.6
S000000543	YCL038C	S. cerevisiae	ATG22	AuTophaGy related	1068	1046	58848.1
S000000544	YCL039W	S. cerevisiae	GID7	Glucose Induced Degradation deficient	1104	460	84500.3
S000000545	YCL040W	S. cerevisiae	GLK1	GLucoKinase	20699	12384	55367
S000000546	YCL041C	S. cerevisiae					19065.2
S000000547	YCL042W	S. cerevisiae			12339		13372.5
S000000548	YCL043C	S. cerevisiae	PDI1	Protein Disulfide Isomerase	27549	20530	58176.2
S000000549	YCL044C	S. cerevisiae	MGR1	Mitochondrial Genome Required	2779	888	47165.6
S000000550	YCL045C	S. cerevisiae	EMC1	ER Membrane protein Complex	7726	2623	87152.8
S000000551	YCL046W	S. cerevisiae					12052.1
S000000552	YCL047C	S. cerevisiae	POF1	Promoter Of Filamentation	2785	1317	29675.7
S000000553	YCL048W	S. cerevisiae	SPS22	SPorulation Specific 2 too (2)			52002.2
S000000554	YCL049C	S. cerevisiae			919	587	35637
S000000555	YCL050C	S. cerevisiae	APA1	AP4A phosphorylase	19870	5947	36475.7
S000000556	YCL051W	S. cerevisiae	LRE1	Laminarase REsistance	1481	144	64795.9
S000000557	YCL052C	S. cerevisiae	PBN1	Protease B Non-derepressible	2241	527	47911.7
S000000559	YCL054W	S. cerevisiae	SPB1	Suppressor of PaB1 mutant	5428	2508	96489
S000000560	YCL055W	S. cerevisiae	KAR4	KARyogamy	1873	518	38676.6
S000000561	YCL056C	S. cerevisiae	PEX34	PEroXin	1465	301	16604.1
S000000562	YCL057W	S. cerevisiae	PRD1	PRoteinase yscD	8231	2354	81916.2
S000000563	YCL058C	S. cerevisiae	FYV5	Function required for Yeast Viability	1345		17139.5
S000000564	YCL059C	S. cerevisiae	KRR1	contains KRR-R motif	6339	2193	37173.7
S000000566	YCL061C	S. cerevisiae	MRC1	Mediator of the Replication Checkpoint	1302	378	124279.5
S000000568	YCL063W	S. cerevisiae	VAC17	VACuole related	1041	312	47848.2
S000000569	YCL064C	S. cerevisiae	CHA1	Catabolism of Hydroxy Amino acids	8233	4142	39309.9
S000000570	YCL065W	S. cerevisiae					14358.6
S000000571	YCL066W	S. cerevisiae	HMLALPHA1	Hidden Mat Left ALPHA			20428.7
S000000572	YCL067C	S. cerevisiae	HMLALPHA2	Hidden Mat Left ALPHA	388	158	24291.4
S000000573	YCL068C	S. cerevisiae					30228.5
S000000574	YCL069W	S. cerevisiae	VBA3	Vacuolar Basic Amino acid transporter	2772		50236.8
S000000575	YCL073C	S. cerevisiae	GEX1	Glutathione EXchanger			68934.9
S000000581	YCL076W	S. cerevisiae					28244.1
S000000589	YCL026C-A	S. cerevisiae	FRM2	Fatty acid Repression Mutant	1214		21231.3
S000000594	YCR001W	S. cerevisiae					12523.1
S000000595	YCR002C	S. cerevisiae	CDC10	Cell Division Cycle	7156	2759	37016.2
S000000596	YCR003W	S. cerevisiae	MRPL32	"Mitochondrial Ribosomal Protein, Large subunit"	4077	1436	21455.4
S000000597	YCR004C	S. cerevisiae	YCP4		11454	2539	26352.3
S000000598	YCR005C	S. cerevisiae	CIT2	CITrate synthase	5839	3065	51405.7
S000000599	YCR006C	S. cerevisiae					18307.6
S000000600	YCR007C	S. cerevisiae			590	547	27557.6
S000000601	YCR008W	S. cerevisiae	SAT4		1142	358	66690.9
S000000602	YCR009C	S. cerevisiae	RVS161	Reduced Viability on Starvation	11648	3253	30249.7
S000000603	YCR010C	S. cerevisiae	ADY2	Accumulation of DYads	1298		30719.3
S000000604	YCR011C	S. cerevisiae	ADP1	ATP-Dependent Permease	3611	715	117204.3
S000000605	YCR012W	S. cerevisiae	PGK1	3-PhosphoGlycerate Kinase	535389	420545	44738.8
S000000606	YCR013C	S. cerevisiae					22788.9
S000000607	YCR014C	S. cerevisiae	POL4	POLymerase	589	80	67533.1
S000000608	YCR015C	S. cerevisiae	CTO1	Cold TOlerance	1479	911	36278.8
S000000609	YCR016W	S. cerevisiae			3782	407	33594.3
S000000610	YCR017C	S. cerevisiae	CWH43	Calcofluor White Hypersensitive	2180	1484	107866.1
S000000611	YCR018C	S. cerevisiae	SRD1		1777	323	25535.4
S000000612	YCR019W	S. cerevisiae	MAK32	MAintenance of Killer	929	414	40778.7
S000000613	YCR020C	S. cerevisiae	PET18	PETite colonies	3008	1648	25214.7
S000000614	YCR020C-A	S. cerevisiae	MAK31	MAintenance of Killer	2140	1147	9722.7
S000000615	YCR021C	S. cerevisiae	HSP30	Heat Shock Protein	4500	2238	37032.9
S000000616	YCR022C	S. cerevisiae					13188.6
S000000617	YCR023C	S. cerevisiae			1345	443	69217.3
S000000618	YCR024C	S. cerevisiae	SLM5	Synthetic Lethal with Mss4	1501	965	56791.5
S000000619	YCR024C-A	S. cerevisiae	PMP1	Plasma Membrane Proteolipid	69604	15665	4505.7
S000000620	YCR025C	S. cerevisiae					16084.2
S000000621	YCR026C	S. cerevisiae	NPP1	ecto-Nucleotide Pyrophosphatase/Phosphodiesterase	1705	1146	84667.1
S000000622	YCR027C	S. cerevisiae	RHB1	RHeB homolog	2228	1120	23336
S000000623	YCR028C	S. cerevisiae	FEN2	FENpropimorph resistance	2474	652	58256
S000000626	YCR030C	S. cerevisiae	SYP1	Suppressor of Yeast Profilin deletion	6937	3101	96143.5
S000000627	YCR031C	S. cerevisiae	RPS14A	Ribosomal Protein of the Small subunit	51361	34473	14549
S000000628	YCR032W	S. cerevisiae	BPH1	Beige Protein Homolog	234	172	250850
S000000629	YCR033W	S. cerevisiae	SNT1	SaNT domains	1730	436	138421.1
S000000630	YCR034W	S. cerevisiae	ELO2	fatty acid ELOngation	10580	7321	40017.5
